attempt_id	execution_stage	arm	backend	workload_id	workload_class	observation_id	cache_state	execution_order	device	gpu_assignment	query_path	target_path	query_file_sha256	target_file_sha256	query_sequence_sha256	target_sequence_sha256	pair_digest	reference_arm	reference_attempt_id	reference_artifact_root	reference_output_digest	source_manifest	source_manifest_sha256	command_template	environment_json	maximum_tasks	timeout_seconds	total_gpu_budget_seconds	retry_policy	claim_role	formal_source_data	artifact_root	status
p7c_hq06_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq06_ht01	consumed_801_1600	0	not_requested	11	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq06_ENSG00000301151_ENST00000776628.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	3d2c69c0025e3d2b7efa6aa1d71164148b043046c7574f34decf4ff3f347e19e	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	62f5e96b099c0be002a286e48c3052fc7e8d3e19788878d7ffd24851a2877b94	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	75e1ca3bc28ba350afbc4b6ef1352290e2c639e460badb7c7da5428e599cc44a	A	hq06_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq06_ht01__repeat00/authority/output	e7ab617ee8d7ff1d37746c3ba4a42147340ba5d175703d56e4029148ce4838f8	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq06_ht01	preregistered_not_run
p7c_hq06_ht02	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq06_ht02	consumed_801_1600	0	not_requested	12	1	single_process_to_physical_1	reproduce/bioinformatics/holdout_inputs/queries/hq06_ENSG00000301151_ENST00000776628.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	3d2c69c0025e3d2b7efa6aa1d71164148b043046c7574f34decf4ff3f347e19e	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	62f5e96b099c0be002a286e48c3052fc7e8d3e19788878d7ffd24851a2877b94	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	a8f0f308653ca61e018faddcf0823160e3e01e81d63e533e8ac59858a7e1f4f5	A	hq06_ht02__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq06_ht02__repeat00/authority/output	45aca07503d4ba1deac41e723d291ca858d3a1146f5d91f1b1e99bf2e751a8da	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq06_ht02	preregistered_not_run
p7c_hq07_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq07_ht01	consumed_801_1600	0	not_requested	13	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq07_ENSG00000257677_ENST00000552060.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	cf07512acfe9e9a119228e469c39509de57d1a172a310fe5eb11a89a3473c327	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	e36511c9c66a68f854ffc54ed9a0b7b9e553a0871eb4b901fdc113500102b77e	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	d1381a1a93c7fe9533285829fe154eb68358a66d7af5eb761b256e1ce17fc9ef	A	hq07_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq07_ht01__repeat00/authority/output	67147ec8b38f416b3047e7b379a6d86bd99d781d91f0a38ed4fc8a339c0085c7	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq07_ht01	preregistered_not_run
p7c_hq07_ht02	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq07_ht02	consumed_801_1600	0	not_requested	14	1	single_process_to_physical_1	reproduce/bioinformatics/holdout_inputs/queries/hq07_ENSG00000257677_ENST00000552060.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	cf07512acfe9e9a119228e469c39509de57d1a172a310fe5eb11a89a3473c327	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	e36511c9c66a68f854ffc54ed9a0b7b9e553a0871eb4b901fdc113500102b77e	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	35cabf73ad95fd663bfe36c54d454bc13b8e5446fcb099f5c00473a0ea75e217	A	hq07_ht02__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq07_ht02__repeat00/authority/output	5163476515acad1e22d62b3f30609be4a7a8fb155489c9d6a0d9933913ed86b9	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq07_ht02	preregistered_not_run
p7c_hq08_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq08_ht01	consumed_801_1600	0	not_requested	15	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq08_ENSG00000287213_ENST00000661904.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	4ac575244a2d4bcac4ed84ebab1c8cc4d566197c3cd544a1ab2a9de36381f226	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	2a74328fdc8216b2dc1fbd01b3fc524b48777dee56eec9decde3c33c3820d451	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	695ac2588b4ec1f8488c326cb26d759222f74fe917ce6ec8203c9eacba6bb700	A	hq08_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq08_ht01__repeat00/authority/output	cec8399ae8c0fe27b250edc6ee2c5fd4a7f912a47a20a39e795a3582a425e2d6	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq08_ht01	preregistered_not_run
p7c_hq08_ht02	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq08_ht02	consumed_801_1600	0	not_requested	16	1	single_process_to_physical_1	reproduce/bioinformatics/holdout_inputs/queries/hq08_ENSG00000287213_ENST00000661904.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	4ac575244a2d4bcac4ed84ebab1c8cc4d566197c3cd544a1ab2a9de36381f226	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	2a74328fdc8216b2dc1fbd01b3fc524b48777dee56eec9decde3c33c3820d451	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	67c4170356822b94c86c3c6c5777cb05be7e11983428d09a3a4c88915bbbdae8	A	hq08_ht02__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq08_ht02__repeat00/authority/output	27f4dd9ba7409663ffc9845aa19ce1ac315f84e24cd6ff833f46ed5b750c4855	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq08_ht02	preregistered_not_run
p7c_hq09_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq09_ht01	consumed_1601_2812	0	not_requested	17	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	ede5247e8fb0c4217a2fa61cb621a91b0b0b111ad3510c8029863f9416ada78e	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	bd1379f76deed76ef384bbbf7aa34fe2b95931a08e2d126bb5e1a027a147e781	A	hq09_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht01__repeat00/authority/output	add59dfec3e51aebb1c878e4712a561242132c559350d712ab9def51de7af410	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq09_ht01	preregistered_not_run
p7c_hq09_ht02	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq09_ht02	consumed_1601_2812	0	not_requested	18	1	single_process_to_physical_1	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	ede5247e8fb0c4217a2fa61cb621a91b0b0b111ad3510c8029863f9416ada78e	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	9313b49a93f180d82db45324d754778c2e14782f54381ec4cfa3cdc2e03a3125	A	hq09_ht02__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht02__repeat00/authority/output	085ee0c9abf71b9667ad57542fe2ca264d7c20f6ea8f2e3b1b04a4822c8619d7	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq09_ht02	preregistered_not_run
p7c_hq10_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq10_ht01	consumed_1601_2812	0	not_requested	19	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq10_ENSG00000178248_ENST00000785836.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	97edb4ee3631b3b725198e39ffcc7d788a31aaa4a964069ff4d3d032ee073b5b	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	8357751b729a35a43767ad520b6550dacdd7f0669a58a6d3014c4b10f4f1a362	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	15627e5814afe02fbcb4f6eb779415a6e00e1fd98a94dde4dc43f00f2710b574	A	hq10_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq10_ht01__repeat00/authority/output	fb59df5865d01172b65d35e5e1db5394c96070897597a75ccab27af9f498415b	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq10_ht01	preregistered_not_run
p7c_hq10_ht02	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq10_ht02	consumed_1601_2812	0	not_requested	20	1	single_process_to_physical_1	reproduce/bioinformatics/holdout_inputs/queries/hq10_ENSG00000178248_ENST00000785836.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	97edb4ee3631b3b725198e39ffcc7d788a31aaa4a964069ff4d3d032ee073b5b	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	8357751b729a35a43767ad520b6550dacdd7f0669a58a6d3014c4b10f4f1a362	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	c36b4f7014d67c000952b75714fb640487e16dd85d32870b92d077797d03bb04	A	hq10_ht02__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq10_ht02__repeat00/authority/output	e519f1e89fa320ed875c9b0862859cd31dcd096ae04b76e643311f478259806c	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq10_ht02	preregistered_not_run
p7c_hq11_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq11_ht01	consumed_1601_2812	0	not_requested	21	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq11_ENSG00000255857_ENST00000667017.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	a29a008465ae05e377a26d30fbbca1f8f8a324706eec0b3535cac65089a131b9	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	746d6f71584aae394680e638d9651766dbeb06a1921aa885c1719f89ae29643f	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	ee02bd3cf62c1fd963d8c64167fefe837651959baa4ae043f548d21244203def	A	hq11_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq11_ht01__repeat00/authority/output	e1967ea3ebf71c16479974e56646cfddc52b3d186d3fe6b21e1cfd9ff27f9568	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq11_ht01	preregistered_not_run
p7c_hq11_ht02	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq11_ht02	consumed_1601_2812	0	not_requested	22	1	single_process_to_physical_1	reproduce/bioinformatics/holdout_inputs/queries/hq11_ENSG00000255857_ENST00000667017.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	a29a008465ae05e377a26d30fbbca1f8f8a324706eec0b3535cac65089a131b9	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	746d6f71584aae394680e638d9651766dbeb06a1921aa885c1719f89ae29643f	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	03b18a3083ac0b5fc323f0dc811d3a295bf012d2fa55bd855b5d80e3b465bf7b	A	hq11_ht02__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq11_ht02__repeat00/authority/output	10d38fdf0dd0b7ccb65a8511db8b4a1b986c04754ddfbacb87a4a08dff06150b	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq11_ht02	preregistered_not_run
p7c_hq12_ht01	correctness_regression	F	ssw_cuda_forward_hybrid_v1	hq12_ht01	consumed_1601_2812	0	not_requested	23	0	single_process_to_physical_0	reproduce/bioinformatics/holdout_inputs/queries/hq12_ENSG00000299841_ENST00000766729.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	6ef792cbf32fb5ca064b9615f1f217cda72aeaf4d324620101ec54411ca9eb93	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	53eb65cec21000bb70085a00ae734fb72d8614b7d64dd51eaa2cb55431085643	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	6d7ea2cf4fb11c30d6fc34b1f3cfc580f3b568dec7ae705cd214cc42aa9b3d49	A	hq12_ht01__repeat00	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq12_ht01__repeat00/authority/output	eeb035666c31fc39454f3607c91f64185624cb31049e6d66685eb03d1a0d98f6	paper/bioinformatics/holdout_manifest.tsv	9e293b2c3e8d0462e399fe64ff6f684e9c53f7dd428e9c88265b510909cee8c6	{binary} -f1 {target} -f2 {query} -r 0 -cn 1 -O {output}	"{""CUDA_VISIBLE_DEVICES"":""0,1"",""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_AVX2"":""0"",""FASIM_SSW_BACKEND"":""cuda-forward-hybrid"",""FASIM_SSW_CUDA_DEVICE"":""{device}"",""FASIM_SSW_FORWARD_HYBRID_MAX_TASKS"":""16"",""FASIM_SSW_FORWARD_HYBRID_TELEMETRY_PATH"":""{telemetry}"",""FASIM_SSW_ORACLE_TRACE"":""0"",""FASIM_SSW_PROFILE_CACHE"":""0"",""FASIM_SSW_PROFILE_CONTEXT"":""0"",""FASIM_TRANSFERSTRING_TABLE"":""0"",""FASIM_VERBOSE"":""0""}"	16	600	43200	none	consumed_regression_only	1	.paper-artifacts/ssw-cuda-v1/forward-hybrid/formal-v1/p7c_hq12_ht01	preregistered_not_run
