attempt_id	execution_order	workload_id	workload_class	claim_relevant	observation_id	cache_state	profile_mode	returncode	timed_out	outer_wall_seconds	profile_total_seconds	pre_align_seconds	selection_seconds	forward_alignment_seconds	reverse_alignment_seconds	banded_traceback_seconds	backend_bridge_seconds	downstream_triplex_conversion_seconds	stability_identity_nt_seconds	clustering_ranking_sort_seconds	serialization_io_seconds	wrapper_other_seconds	process_wrapper_seconds	stage_sum_seconds	p_strict_ssw	p_backend_addressable	maximum_speedup_infinite	required_backend_speedup	output_digest	paired_output_equal	profile_stack_errors	profile_active_depth	profile_max_depth	max_rss_kib	cache_drop_hint	binary_sha256	git_commit	query_file_sha256	target_file_sha256	artifact_receipt
p1v2_medium_h19_chr22_2mb_o01_profile_on	12	medium_h19_chr22_2mb	medium_real	0	1	cold_advisory	profile_on	0	0	60.6701219121	60.644310511	11.017335789	0.139409767	8.468414716	6.364772962	1.816559159	9.370114129	1.055469577	0.155302978	0.032705124	0.045750318	22.178475992	0.025811401146	60.6701219121	0.458322672126	0.612766306549	2.58241991054		84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1	0	0	3	110012	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o01_profile_on/attempt.json
p1v2_medium_h19_chr22_2mb_o02_profile_on	13	medium_h19_chr22_2mb	medium_real	0	2	steady_state	profile_on	0	0	60.724022869	60.680770946	11.021945065	0.139080711	8.480543861	6.369944781	1.813371989	9.362161237	1.058819265	0.154891467	0.033543035	0.03448403	22.211985505	0.0432519230207	60.724022869	0.458218759107	0.612394335669	2.57994165726		84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1	0	0	3	110008	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o02_profile_on/attempt.json
p1v2_medium_h19_chr22_2mb_o02_profile_off	14	medium_h19_chr22_2mb	medium_real	0	2	steady_state	profile_off	0	0	61.077763512																			84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1				110076	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o02_profile_off/attempt.json
p1v2_medium_h19_chr22_2mb_o03_profile_off	15	medium_h19_chr22_2mb	medium_real	0	3	steady_state	profile_off	0	0	61.4351607619																			84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1				109744	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o03_profile_off/attempt.json
p1v2_medium_h19_chr22_2mb_o03_profile_on	16	medium_h19_chr22_2mb	medium_real	0	3	steady_state	profile_on	0	0	61.4822293911	61.468465491	11.163091388	0.141249222	8.580553805	6.457615548	1.835956426	9.484601212	1.069343347	0.156924967	0.034571946	0.046826191	22.497731439	0.0137639001129	61.4822293911	0.45831887796	0.612584611423	2.58120877354		84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1	0	0	3	110012	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o03_profile_on/attempt.json
p1v2_medium_h19_chr22_2mb_o04_profile_on	17	medium_h19_chr22_2mb	medium_real	0	4	steady_state	profile_on	0	0	61.735433535	61.725003578	11.222237231	0.141306093	8.616574381	6.489698144	1.842150705	9.531343458	1.07152849	0.157517284	0.033700245	0.039907479	22.579040068	0.0104299569519	61.735433535	0.458601566926	0.612991726876	2.58392409011		84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1	0	0	3	109820	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o04_profile_on/attempt.json
p1v2_medium_h19_chr22_2mb_o04_profile_off	18	medium_h19_chr22_2mb	medium_real	0	4	steady_state	profile_off	0	0	61.941551816																			84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1				109916	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o04_profile_off/attempt.json
p1v2_medium_h19_chr22_2mb_o05_profile_off	19	medium_h19_chr22_2mb	medium_real	0	5	steady_state	profile_off	0	0	61.591699481																			84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1				110032	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o05_profile_off/attempt.json
p1v2_medium_h19_chr22_2mb_o05_profile_on	20	medium_h19_chr22_2mb	medium_real	0	5	steady_state	profile_on	0	0	62.335004481	62.314042583	11.320346264	0.144319934	8.694040522	6.544577038	1.860021332	9.615228642	1.083447093	0.159613553	0.034301907	0.049183013	22.808963285	0.0209618980213	62.335004481	0.458222556135	0.612473425644	2.5804681954		84f393068613cf34d17503ea3a501d1cfaedea6d8f6e28503b9cc5ebd5ce4444	1	0	0	3	110080	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	e36fd5e349179420d36f7a2cca4503dbe1e82ad4d7eecb88afd421f0f23099ea	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_medium_h19_chr22_2mb_o05_profile_on/attempt.json
p1v2_large_h19_chr21_o01_profile_off	21	large_h19_chr21	claim_relevant_large	1	1	cold_advisory	profile_off	0	0	2357.39642571																			37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1				3837140	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o01_profile_off/attempt.json
p1v2_large_h19_chr21_o01_profile_on	22	large_h19_chr21	claim_relevant_large	1	1	cold_advisory	profile_on	0	0	2311.76523723	2311.53927294	414.892432472	5.681027549	329.018495083	249.742922786	69.706692035	364.398239683	41.081097925	6.026077896	1.344156165	1.14225086	828.50588049	0.225964286109	2311.76523723	0.462435178412	0.620062879449	2.63201447269		37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1	0	0	3	3846176	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o01_profile_on/attempt.json
p1v2_large_h19_chr21_o02_profile_on	23	large_h19_chr21	claim_relevant_large	1	2	steady_state	profile_on	0	0	2312.56764632	2312.35717123	414.827049082	5.709738677	329.115757565	249.953810557	69.892460603	364.401042926	41.226651363	6.091598408	1.342280372	1.089963677	828.706817997	0.210475092978	2312.56764632	0.462472446238	0.620046666177	2.63190216003		37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1	0	0	3	3845892	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o02_profile_on/attempt.json
p1v2_large_h19_chr21_o02_profile_off	24	large_h19_chr21	claim_relevant_large	1	2	steady_state	profile_off	0	0	2305.14780289																			37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1				3837248	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o02_profile_off/attempt.json
p1v2_large_h19_chr21_o03_profile_off	25	large_h19_chr21	claim_relevant_large	1	3	steady_state	profile_off	0	0	2306.52894544																			37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1				3837080	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o03_profile_off/attempt.json
p1v2_large_h19_chr21_o03_profile_on	26	large_h19_chr21	claim_relevant_large	1	3	steady_state	profile_on	0	0	2310.17119016	2309.98436488	414.696270476	5.731686197	329.027791484	249.49523917	69.645064719	364.253186754	41.000618677	6.06435027	1.322970106	1.091422877	827.655764146	0.186825282929	2310.17119016	0.462561413889	0.620235091193	2.63320801056		37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1	0	0	3	3846104	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o03_profile_on/attempt.json
p1v2_large_h19_chr21_o04_profile_on	27	large_h19_chr21	claim_relevant_large	1	4	steady_state	profile_on	0	0	2311.62578003	2311.39754648	414.719057865	5.691849381	328.605279904	249.509684274	69.805838327	364.618770984	41.471291235	6.041332139	1.377536925	1.077214681	828.479690769	0.228233541031	2311.62578003	0.462155993839	0.619888605291	2.63080774194		37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1	0	0	3	3846012	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o04_profile_on/attempt.json
p1v2_large_h19_chr21_o04_profile_off	28	large_h19_chr21	claim_relevant_large	1	4	steady_state	profile_off	0	0	2307.97157073																			37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1				3836844	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o04_profile_off/attempt.json
p1v2_large_h19_chr21_o05_profile_off	29	large_h19_chr21	claim_relevant_large	1	5	steady_state	profile_off	0	0	2306.34915268																			37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1				3836920	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o05_profile_off/attempt.json
p1v2_large_h19_chr21_o05_profile_on	30	large_h19_chr21	claim_relevant_large	1	5	steady_state	profile_on	0	0	2310.23160414	2310.04514876	414.663610895	5.749567689	328.198717851	249.62236476	69.723281622	364.262644409	41.139970025	6.059915255	1.347466083	1.109022112	828.168588063	0.186455373225	2310.23160414	0.462272934412	0.619946582265	2.63120907045		37d302a7b5d4ab232f1a429c99bcfef6558f0d4318222d17600e7c59a8c36516	1	0	0	3	3846112	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr21_o05_profile_on/attempt.json
p1v2_large_h19_chr22_o01_profile_off	31	large_h19_chr22	claim_relevant_large	1	1	cold_advisory	profile_off	0	0	2263.17735473																			c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1				3779396	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o01_profile_off/attempt.json
p1v2_large_h19_chr22_o01_profile_on	32	large_h19_chr22	claim_relevant_large	1	1	cold_advisory	profile_on	0	0	2268.54436359	2268.34238493	403.79836299	5.70372045	318.408255921	257.038440191	65.968298885	355.562137278	40.973835962	6.072209136	1.352525585	1.404346724	812.060251806	0.201978664984	2268.54436359	0.46325612816	0.619991937688	2.63152311537		c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1	0	0	3	3762212	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o01_profile_on/attempt.json
