attempt_id	execution_order	workload_id	workload_class	claim_relevant	query_path	target_path	query_file_sha256	target_file_sha256	query_sequence_sha256	target_sequence_sha256	observation_id	cache_state	profile_mode	command	environment_json	timeout_seconds	retry_policy	formal_source_data	expected_artifact_root	status
p1_large_h19_chr21_o04_profile_on	27	large_h19_chr21	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr21.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	fb084b31fdcfe8dc301d2fc213ce6e430fa7509385317d16373c2eefd8e60ad7	4	steady_state	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr21.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr21_o04_profile_on	preregistered_not_run
p1_large_h19_chr21_o04_profile_off	28	large_h19_chr21	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr21.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	fb084b31fdcfe8dc301d2fc213ce6e430fa7509385317d16373c2eefd8e60ad7	4	steady_state	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr21.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr21_o04_profile_off	preregistered_not_run
p1_large_h19_chr21_o05_profile_off	29	large_h19_chr21	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr21.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	fb084b31fdcfe8dc301d2fc213ce6e430fa7509385317d16373c2eefd8e60ad7	5	steady_state	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr21.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr21_o05_profile_off	preregistered_not_run
p1_large_h19_chr21_o05_profile_on	30	large_h19_chr21	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr21.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	fb084b31fdcfe8dc301d2fc213ce6e430fa7509385317d16373c2eefd8e60ad7	5	steady_state	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr21.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr21_o05_profile_on	preregistered_not_run
p1_large_h19_chr22_o01_profile_off	31	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	1	cold_advisory	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o01_profile_off	preregistered_not_run
p1_large_h19_chr22_o01_profile_on	32	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	1	cold_advisory	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o01_profile_on	preregistered_not_run
p1_large_h19_chr22_o02_profile_on	33	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	2	steady_state	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o02_profile_on	preregistered_not_run
p1_large_h19_chr22_o02_profile_off	34	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	2	steady_state	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o02_profile_off	preregistered_not_run
p1_large_h19_chr22_o03_profile_off	35	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	3	steady_state	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o03_profile_off	preregistered_not_run
p1_large_h19_chr22_o03_profile_on	36	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	3	steady_state	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o03_profile_on	preregistered_not_run
p1_large_h19_chr22_o04_profile_on	37	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	4	steady_state	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o04_profile_on	preregistered_not_run
p1_large_h19_chr22_o04_profile_off	38	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	4	steady_state	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o04_profile_off	preregistered_not_run
p1_large_h19_chr22_o05_profile_off	39	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	5	steady_state	profile_off	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o05_profile_off	preregistered_not_run
p1_large_h19_chr22_o05_profile_on	40	large_h19_chr22	claim_relevant_large	1	H19.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	5	steady_state	profile_on	{binary} -f1 .tmp/gasal2_hg38_archive_first_run/shards/chr22.fa -f2 H19.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_large_h19_chr22_o05_profile_on	preregistered_not_run
p1_application_aq005_at0199_o01_profile_off	41	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	1	cold_advisory	profile_off	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o01_profile_off	preregistered_not_run
p1_application_aq005_at0199_o01_profile_on	42	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	1	cold_advisory	profile_on	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o01_profile_on	preregistered_not_run
p1_application_aq005_at0199_o02_profile_on	43	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	2	steady_state	profile_on	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o02_profile_on	preregistered_not_run
p1_application_aq005_at0199_o02_profile_off	44	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	2	steady_state	profile_off	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o02_profile_off	preregistered_not_run
p1_application_aq005_at0199_o03_profile_off	45	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	3	steady_state	profile_off	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o03_profile_off	preregistered_not_run
p1_application_aq005_at0199_o03_profile_on	46	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	3	steady_state	profile_on	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o03_profile_on	preregistered_not_run
p1_application_aq005_at0199_o04_profile_on	47	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	4	steady_state	profile_on	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o04_profile_on	preregistered_not_run
p1_application_aq005_at0199_o04_profile_off	48	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	4	steady_state	profile_off	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o04_profile_off	preregistered_not_run
p1_application_aq005_at0199_o05_profile_off	49	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	5	steady_state	profile_off	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""0"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o05_profile_off	preregistered_not_run
p1_application_aq005_at0199_o05_profile_on	50	application_aq005_at0199	application_like_consumed	0	reproduce/bioinformatics/application_inputs/queries/aq005.fa	reproduce/bioinformatics/application_inputs/targets/at0199.fa	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	5	steady_state	profile_on	{binary} -f1 reproduce/bioinformatics/application_inputs/targets/at0199.fa -f2 reproduce/bioinformatics/application_inputs/queries/aq005.fa -r 0 -cn 1 -O {attempt_output}	"{""FASIM_EXTEND_THREADS"":""1"",""FASIM_OUTPUT_MODE"":""tfosorted"",""FASIM_SSW_CUDA_PHASE1_PROFILE"":""1"",""FASIM_VERBOSE"":""0""}"	1800	none	1	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs/p1_application_aq005_at0199_o05_profile_on	preregistered_not_run
