comparison_id	dataset_class	evidence_role	workload_id	repeat_id	authority_output	candidate_output	authority_output_sha256	candidate_output_sha256	authority_query_fasta	candidate_query_fasta	authority_target_fasta	candidate_target_fasta	query_fasta_interval	target_fasta_interval	target_region_start0	query_ordinal_namespace	query_source_ordinal	query_sequence_sha256	target_ordinal_namespace	target_source_ordinal	target_sequence_sha256	assembly	target_coordinate_namespace	query_extraction_recipe_id	target_extraction_recipe_id	parameter_bundle_sha256	input_pair_digest	authority_receipt_sha256	candidate_receipt_sha256
canonical_hybrid_v2_former_fresh:vh035__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh035	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat00_a/output/at0652-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat00_h/output/at0652-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	b645981d3b8cc6ad4bae0edee83cdb266f729633b44aeb917cae1ee61d23c28c	b645981d3b8cc6ad4bae0edee83cdb266f729633b44aeb917cae1ee61d23c28c	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat00_h/inputs/target.fa	0:2709	0:2501	0	canonical_hybrid_v2_application_query_v1	8	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	canonical_hybrid_v2_application_target_v1	652	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	a880d3d8e9de7002eaa764825311ec4d5e4cadef04a89a75852a3def46a42cd2	6eead05f5b9cbb54a1d1776abdd198c9e10b4652c4fc1116a7000ed72f27e1a7	fcb5c652edfcc80e371bc88c8910e7e174b92f858423f09d31f4258c6accaf13
canonical_hybrid_v2_former_fresh:vh035__repeat01	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh035	1	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat01_a/output/at0652-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat01_h/output/at0652-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	b645981d3b8cc6ad4bae0edee83cdb266f729633b44aeb917cae1ee61d23c28c	b645981d3b8cc6ad4bae0edee83cdb266f729633b44aeb917cae1ee61d23c28c	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat01_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat01_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat01_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat01_h/inputs/target.fa	0:2709	0:2501	0	canonical_hybrid_v2_application_query_v1	8	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	canonical_hybrid_v2_application_target_v1	652	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	a880d3d8e9de7002eaa764825311ec4d5e4cadef04a89a75852a3def46a42cd2	be216523d18a903c86890778b67735ef2051952e51b8349625deca0448680b57	5045936366b8a27901370e2ec9364604463d9486a80a61adeaff9bd4fdf07f0c
canonical_hybrid_v2_former_fresh:vh035__repeat02	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh035	2	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat02_a/output/at0652-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat02_h/output/at0652-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	b645981d3b8cc6ad4bae0edee83cdb266f729633b44aeb917cae1ee61d23c28c	b645981d3b8cc6ad4bae0edee83cdb266f729633b44aeb917cae1ee61d23c28c	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat02_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat02_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat02_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh035__repeat02_h/inputs/target.fa	0:2709	0:2501	0	canonical_hybrid_v2_application_query_v1	8	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	canonical_hybrid_v2_application_target_v1	652	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	a880d3d8e9de7002eaa764825311ec4d5e4cadef04a89a75852a3def46a42cd2	eeeab31608281fc0115a649fd4addf1750e186ffb10da11853d5aa353b97cbcf	3f955f66cdb076bb4bf2a36e730a937a735a31b137ffccbf684fc9a3860cf3ee
canonical_hybrid_v2_former_fresh:vh036__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh036	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh036__repeat00_a/output/at0260-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh036__repeat00_h/output/at0260-aq008|ENST00000567488.1|ENSG00000261826.1|ENSG00000261826|GENCODE v49|GRCh38|application_query-target-TFOsorted	67446aed6513cac9ddb291ab3108615287329bbee012bb50694772328d298e38	67446aed6513cac9ddb291ab3108615287329bbee012bb50694772328d298e38	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh036__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh036__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh036__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh036__repeat00_h/inputs/target.fa	0:2709	0:2501	0	canonical_hybrid_v2_application_query_v1	8	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	canonical_hybrid_v2_application_target_v1	260	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	9d88746c1d37fb1bb9aa0a18081a5248649c194c9ce95894260021020f26d2b7	6a9703769643ce0197a7ed0c1b10d564690656f899c09961633778e3043e18dd	45397a401320d8f6e71e21683ba0835bb298adb439b638f21deb475087bd4175
canonical_hybrid_v2_former_fresh:vh037__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh037	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh037__repeat00_a/output/at0018-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh037__repeat00_h/output/at0018-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	a3d264d6bd35d10c95e58aa5c80f300527a8c9fca89f8789e4d5c1f3371964ee	a3d264d6bd35d10c95e58aa5c80f300527a8c9fca89f8789e4d5c1f3371964ee	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh037__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh037__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh037__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh037__repeat00_h/inputs/target.fa	0:1876	0:2501	0	canonical_hybrid_v2_application_query_v1	7	3924bf5bbd87f45ec0ed8b57f01d4266c46d77efdf9db827f9c39af3ad1a5cd9	canonical_hybrid_v2_application_target_v1	18	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	000fe909be57f6be3cbb8a6818b802da1f07a9734469a2f2c5deee22a8bda585	5752897eb23e9af2371ac6af923f45e37f09f80e79603fc71e4540de17417e22	4d8204ac1b9158a20d044e0eab06f96502dc4949e9eb9174a07e84a7ed37046b
canonical_hybrid_v2_former_fresh:vh038__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh038	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh038__repeat00_a/output/at0195-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh038__repeat00_h/output/at0195-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	7e2e8dfa0c3e9a95be9772211f22874d884eaa03c0ce335e0b05776c92ead0a1	7e2e8dfa0c3e9a95be9772211f22874d884eaa03c0ce335e0b05776c92ead0a1	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh038__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh038__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh038__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh038__repeat00_h/inputs/target.fa	0:1876	0:2501	0	canonical_hybrid_v2_application_query_v1	7	3924bf5bbd87f45ec0ed8b57f01d4266c46d77efdf9db827f9c39af3ad1a5cd9	canonical_hybrid_v2_application_target_v1	195	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	cd191c91272da45c6596dd8918e2e6ffc2b3d3753ff4e11315e3cdbce7b8b4dd	5b9c869c31dcf91014c77e753e31103caefd333ec6e5b4ad35e215736faac909	fc8d766f095b6f0cc5a45174ba8d4df7aed7f3684c16102f7988b3b709721b57
canonical_hybrid_v2_former_fresh:vh039__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh039	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh039__repeat00_a/output/at0652-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh039__repeat00_h/output/at0652-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	b0ccb8392537217874c044af1cf47904b8f3024738269d1bc0d48d33850b2bf7	b0ccb8392537217874c044af1cf47904b8f3024738269d1bc0d48d33850b2bf7	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh039__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh039__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh039__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh039__repeat00_h/inputs/target.fa	0:1876	0:2501	0	canonical_hybrid_v2_application_query_v1	7	3924bf5bbd87f45ec0ed8b57f01d4266c46d77efdf9db827f9c39af3ad1a5cd9	canonical_hybrid_v2_application_target_v1	652	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	f7df96382a620ef4a779370d19f0eba75f57f5fcae4876a48e4f6e8e07c01d3e	121a2da768253c4418e48cda8a28aadfd29ad315b6e24722214a88cc8e93f4db	0ad42baa290c57a36c890415be54cf52493fbbeab29b7d1c6eeb2919668fc89f
canonical_hybrid_v2_former_fresh:vh040__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh040	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh040__repeat00_a/output/at0260-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh040__repeat00_h/output/at0260-aq007|ENST00000727037.1|ENSG00000285413.2|ENSG00000285413|GENCODE v49|GRCh38|application_query-target-TFOsorted	7d3ef8258fcf6548796c5ce632d40f84148d2cc1873d8506d396e8732b8e8001	7d3ef8258fcf6548796c5ce632d40f84148d2cc1873d8506d396e8732b8e8001	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh040__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh040__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh040__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh040__repeat00_h/inputs/target.fa	0:1876	0:2501	0	canonical_hybrid_v2_application_query_v1	7	3924bf5bbd87f45ec0ed8b57f01d4266c46d77efdf9db827f9c39af3ad1a5cd9	canonical_hybrid_v2_application_target_v1	260	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	42876bf1bcf0071ebc459016d8bc944909cdaef7f3052222163f778bd1596623	1d708799db8828569bce0893104e2334aff166c50c72a902a780bc39a000fbe1	f655ae66b295fb698ae70a2b5a8e9108d895ac551de996660dae324a0d6dcc02
canonical_hybrid_v2_former_fresh:vh041__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh041	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh041__repeat00_a/output/at0018-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh041__repeat00_h/output/at0018-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	373c5f6dcb995e503c966a5481ce3533db9ad6ce7dc712cadeed1ce601893cb5	373c5f6dcb995e503c966a5481ce3533db9ad6ce7dc712cadeed1ce601893cb5	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh041__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh041__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh041__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh041__repeat00_h/inputs/target.fa	0:2283	0:2501	0	canonical_hybrid_v2_application_query_v1	14	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	canonical_hybrid_v2_application_target_v1	18	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	d92c59f98247dfe910632c2394ed4b32519aeb4c73d8a9cc4e1cc3bf7eba306b	243b0e1b8eefe21c5ae6697808456f5633c1bb2725391e726a5bacaa1612f6a9	43293a76fcff42a8b9bea21306dcac6f42b112f33d2dfcb653dc9516a0e98186
canonical_hybrid_v2_former_fresh:vh042__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh042	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh042__repeat00_a/output/at0195-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh042__repeat00_h/output/at0195-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	b2cab954c273923c38d44f86c67bf25787c983cec1118c08063da2074f2ca3f7	b2cab954c273923c38d44f86c67bf25787c983cec1118c08063da2074f2ca3f7	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh042__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh042__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh042__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh042__repeat00_h/inputs/target.fa	0:2283	0:2501	0	canonical_hybrid_v2_application_query_v1	14	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	canonical_hybrid_v2_application_target_v1	195	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	0144494506f5be695917e3e2574b3765731648537e14df38fba1376e2fad30d8	d694e8e862060a638a2901a95fb7e39514502dc8255d79f1a1ae38f0273e6459	063d1ef78442d6580b8026fc9ef096897a991a91dddd124bfdab953f356ca31e
canonical_hybrid_v2_former_fresh:vh043__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh043	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh043__repeat00_a/output/at0652-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh043__repeat00_h/output/at0652-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	887da82253681158e325b1a797cf62e6882eb340b4d8237a1dddd27f46e757c3	887da82253681158e325b1a797cf62e6882eb340b4d8237a1dddd27f46e757c3	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh043__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh043__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh043__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh043__repeat00_h/inputs/target.fa	0:2283	0:2501	0	canonical_hybrid_v2_application_query_v1	14	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	canonical_hybrid_v2_application_target_v1	652	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	37bf40b7b344fc1b01b6f12cf6dc06a7d3d12d91f04b020ed6e2aee7c2cf905c	9b397820d527db236ea90c1be9bf45d34ab10035f1e0a29b000a4536e618cd60	9396e78647c203bad29c10a666399b79055569dcca85786e4c6d7886df46a056
canonical_hybrid_v2_former_fresh:vh044__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh044	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh044__repeat00_a/output/at0260-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh044__repeat00_h/output/at0260-aq014|ENST00000443930.2|ENSG00000233542.3|ENSG00000233542|GENCODE v49|GRCh38|application_query-target-TFOsorted	7d0d64d87c931c0f16578d796782f6842b328f30d60834ce9bb4e434681e7033	7d0d64d87c931c0f16578d796782f6842b328f30d60834ce9bb4e434681e7033	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh044__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh044__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh044__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh044__repeat00_h/inputs/target.fa	0:2283	0:2501	0	canonical_hybrid_v2_application_query_v1	14	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	canonical_hybrid_v2_application_target_v1	260	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	9bb2961f8033824533617897f4c36ea6100e50399959069b9ab112d10936e259	8bcecbae5f159616323c6552a572b4a35d15ca72cfd7915377b9dceb225a5aba	9daf995881c7eda9cc4f844140f8eeea404ff49d214fdfa50a7b403bf9137cdc
canonical_hybrid_v2_former_fresh:vh045__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	historical_regression_only	vh045	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh045__repeat00_a/output/at0018-aq010|ENST00000586526.1|ENSG00000257127.6|CLLU1|GENCODE v49|GRCh38|application_query-target-TFOsorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh045__repeat00_h/output/at0018-aq010|ENST00000586526.1|ENSG00000257127.6|CLLU1|GENCODE v49|GRCh38|application_query-target-TFOsorted	5eb632d1546891457d60ca8c5395ae2edded8427f930d91ae4932c24286e1379	5eb632d1546891457d60ca8c5395ae2edded8427f930d91ae4932c24286e1379	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh045__repeat00_a/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh045__repeat00_h/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh045__repeat00_a/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/fresh-holdout/v2hold_vh045__repeat00_h/inputs/target.fa	0:2422	0:2501	0	canonical_hybrid_v2_application_query_v1	10	2d07dac2e1f026644270254400984267aed9aa25a74cc90d2cedfbc7a0eb839c	canonical_hybrid_v2_application_target_v1	18	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	GRCh38	application_target_fasta_0_based_half_open	historical_application_query_fasta_v1	historical_application_target_fasta_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	24a42440dcaec0e3cf5cf859214af6fd7919de95112dec528b1776521915b4eb	4b92d0b634c4b98c481a5a73c55c52c688b70c370f60075bebb7c97870147e41	204a8bf46e78e74d08e760e50b3b5c314e221ecd5cac4cd9954ed1560e565e67
