artifact_path	size_bytes	sha256
c5_archive_h19_2mb__pair01__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__pair01__candidate__0/environment.json	25044	e5f37dc63e6f2e221002eedd1975312a1e77959993ad5949a5a72b3419bc0db3
c5_archive_h19_2mb__pair01__candidate__0/execution.json	1086	f134e18895d47075557f802523290bd64b433bf31afbf4276ecab248ca6be1a9
c5_archive_h19_2mb__pair01__candidate__0/gpu-memory.csv	1280	2437cc385bda10694832a2ac3a57179778fcc24e1549a0405d342ec4503d77ce
c5_archive_h19_2mb__pair01__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__pair01__candidate__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted.archive-first.tfoa	321411	805c0e5c6400ac7afd7c6a8e7b42634a7a10e43999882d8c6c45c646a7ea5511
c5_archive_h19_2mb__pair01__candidate__0/run-complete.json	462	7352bfeb512ededde0b9e6a6b7984ddeae871c6270bf8062951270339f319648
c5_archive_h19_2mb__pair01__candidate__0/run-config.json	1698	e14388855c4f59fb4f13b71332d22b51c2278af575a39e8111f810e0b2381758
c5_archive_h19_2mb__pair01__candidate__0/stderr.log	112068	0f33da187ebee35a90351732d8a3b042adddf3a19513697ddc15e4a84d146306
c5_archive_h19_2mb__pair01__candidate__0/stdout.log	85	d2b28ed9799c8b399bd94295230ad6bae423a3530120083cfa298d70132605bf
c5_archive_h19_2mb__pair01__candidate__0/summary.json	126332	0bcc569ba01af2c508b3136064da82d78f017b3e96d070b28e750a537d33f5c9
c5_archive_h19_2mb__pair01__candidate__0/time.txt	1557	44b591bfb0d5ca1298a7b80d939d7054a716b4bbea4e217fba0a95b8723c0ed3
c5_archive_h19_2mb__pair02__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__pair02__baseline__0/environment.json	25043	c9231bb619905dd0b1c2ab40b79218664a0e7097d8aa4a13007003bceb388144
c5_archive_h19_2mb__pair02__baseline__0/execution.json	1084	c0ddd6344f3e0d23014622fd8143656b61bb389bb483fba8877edf31a37d3fd3
c5_archive_h19_2mb__pair02__baseline__0/gpu-memory.csv	1707	dfc72c0d6e02f940a7575f1fc295d83e7e368777d5d320847aa159797909f0da
c5_archive_h19_2mb__pair02__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__pair02__baseline__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted	1836889	2d755d3cd9a5b3375967f18576255df2e71220d63477ac06711b00d897273f07
c5_archive_h19_2mb__pair02__baseline__0/run-complete.json	461	85fddc14e7c7f2285467f12ea36379034b738aa1b4096af791e07f550cc363e8
c5_archive_h19_2mb__pair02__baseline__0/run-config.json	1695	6b598241302761d9d5a0620e3c7cdf0e81c9df3372b6046d5b6fce502d847b58
c5_archive_h19_2mb__pair02__baseline__0/stderr.log	112071	81176f808265f05d3cf78c8c4b40d4f0694701676cf01d50b468c46d6065e6f2
c5_archive_h19_2mb__pair02__baseline__0/stdout.log	85	db342eaaea601d2bae5f16ba631c1786cccb745a79bb3a5a7ffbab69e5b06c38
c5_archive_h19_2mb__pair02__baseline__0/summary.json	126330	4aa2de94e220475eb7dacc79a128078347ad773d4058389719c8907d9033e5d8
c5_archive_h19_2mb__pair02__baseline__0/time.txt	1557	854b0110f3d1c4ab96daf6bcb6a301f5c3cac956692fbc696ee84965b7c5ab01
c5_archive_h19_2mb__pair02__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__pair02__candidate__0/environment.json	25044	d26ecdc4aba330656e988bdc5deb39ac028378f228f95053cf3f6196bab2bff9
c5_archive_h19_2mb__pair02__candidate__0/execution.json	1087	05bc2523e6edad87e466034c952873403da37d376c2d8145be201767aefca2e8
c5_archive_h19_2mb__pair02__candidate__0/gpu-memory.csv	1422	31756df781e10af8183fa17ef31fde972b00fd84f5242d90431fb5c2b89de5d3
c5_archive_h19_2mb__pair02__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__pair02__candidate__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted.archive-first.tfoa	321411	805c0e5c6400ac7afd7c6a8e7b42634a7a10e43999882d8c6c45c646a7ea5511
c5_archive_h19_2mb__pair02__candidate__0/run-complete.json	462	cfdde0431e3500c40ae08150183a5860246a39d0c10debc2501af82407860357
c5_archive_h19_2mb__pair02__candidate__0/run-config.json	1698	b51ac363f809aac0fbbaef07217daabccb735fe5e442181fca085e4761636cbc
c5_archive_h19_2mb__pair02__candidate__0/stderr.log	112067	46d186cacc676c83f7cf4ae9f8bb988348fe594a3859ac3b15f98ef51e05ddb9
c5_archive_h19_2mb__pair02__candidate__0/stdout.log	85	e089b518050f4fee6ac7374865f1d1718c0bf50696203ea2a608398ef97ffb29
c5_archive_h19_2mb__pair02__candidate__0/summary.json	126332	c94b7fe4d5b29ee141b1eae4bf1aa63fbc62fabf673283775455f1b35d315102
c5_archive_h19_2mb__pair02__candidate__0/time.txt	1556	1a912bde6721a697c4638c23bd7de15d87f701dfbffa239f4adddcfd6c6acc4b
c5_archive_h19_2mb__pair03__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__pair03__baseline__0/environment.json	25044	96520ee3e331d6e2b0b507c868cfac2abb4cbe3430540e9fc48693f5e5bd1097
c5_archive_h19_2mb__pair03__baseline__0/execution.json	1085	1f40cfe92ee8098b52057658e9ae436926369b65295213161a37d5a3397e36ec
c5_archive_h19_2mb__pair03__baseline__0/gpu-memory.csv	1705	92bdc2be86327f5b992bdf9c963eae57677196489e261aff5c446294b9c850d2
c5_archive_h19_2mb__pair03__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__pair03__baseline__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted	1836889	2d755d3cd9a5b3375967f18576255df2e71220d63477ac06711b00d897273f07
c5_archive_h19_2mb__pair03__baseline__0/run-complete.json	461	2805e88bf0939278472fe3a4021405c9b3eca66a66397ac362573d0efa5abb4f
c5_archive_h19_2mb__pair03__baseline__0/run-config.json	1695	1cd0ad736b3ebb8913ff92d8a8a08ef1dc865950c2047c03c955b9751af1da80
c5_archive_h19_2mb__pair03__baseline__0/stderr.log	112074	790dabdc90a615344dd2065d3a3ba23af9d7e12d46bd8f61b972ef1c0148d882
c5_archive_h19_2mb__pair03__baseline__0/stdout.log	85	36652fcfc1fecdea409a62f7d6eddc855e17b72122700e64a6702f52eebfe7a4
c5_archive_h19_2mb__pair03__baseline__0/summary.json	126334	b547b2a04f4527a2e04baaeab7945f9f69be10927143aa3af3029991747fb7ca
c5_archive_h19_2mb__pair03__baseline__0/time.txt	1556	39cffae71732436baf994150bc2e6359ef76b6f4ea838567ba45f8e8287f4793
c5_archive_h19_2mb__pair03__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__pair03__candidate__0/environment.json	25043	1d5ce201a66ee7909f38b4748ce6489f9253d70606a7094366d1de452129849b
c5_archive_h19_2mb__pair03__candidate__0/execution.json	1086	e640f7e3f5fbe157a92f79e1b13574082b4519d4117d8d41f8acb38be354fd6e
c5_archive_h19_2mb__pair03__candidate__0/gpu-memory.csv	1282	f118c328a2824aaea1463349a12a15c4ef970a195dc4317a7e944c0dc5c4ef2d
c5_archive_h19_2mb__pair03__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__pair03__candidate__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted.archive-first.tfoa	321411	805c0e5c6400ac7afd7c6a8e7b42634a7a10e43999882d8c6c45c646a7ea5511
c5_archive_h19_2mb__pair03__candidate__0/run-complete.json	462	0e656c84ff9a7eecebf8de6f125bffcaa46ac6fdf13ba4f79e97a3f02fe126c1
c5_archive_h19_2mb__pair03__candidate__0/run-config.json	1698	159e74734a8776e9fabd66f5a22e08a6bc09d180961c10ccf26eb2c586e7ebcd
c5_archive_h19_2mb__pair03__candidate__0/stderr.log	112065	ec05c67924acc00c1469c927e61a65ec239defa1897d2b9acbaa867b8ebe599a
c5_archive_h19_2mb__pair03__candidate__0/stdout.log	85	9d568456138e36a48f8113bc19d128aa6186ddd5d5691e1abf091b0585bb4ef7
c5_archive_h19_2mb__pair03__candidate__0/summary.json	126329	eaf402347395cc6fbab300788e474b4905d47807deddeec1891c983290a63a1a
c5_archive_h19_2mb__pair03__candidate__0/time.txt	1558	c24e38ddf213ad76344a20cbe6fd37239c71ee09cb7df321108e6dd477557722
c5_archive_h19_2mb__warmup__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__warmup__baseline__0/environment.json	25043	2e78bd359b5835c04906fb06f450c863b72395db9a962c44cdacf55ce4462e23
c5_archive_h19_2mb__warmup__baseline__0/execution.json	1084	d884564a48ddd87217d107c02c815fca1f70b2aa297b1937956d3f480959c5f6
c5_archive_h19_2mb__warmup__baseline__0/gpu-memory.csv	1704	3a818257c6e2ec52fe341daaa74dc81395df65afb69dba569e2ef36be2166df8
c5_archive_h19_2mb__warmup__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__warmup__baseline__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted	1836889	2d755d3cd9a5b3375967f18576255df2e71220d63477ac06711b00d897273f07
c5_archive_h19_2mb__warmup__baseline__0/run-complete.json	461	dbdf50f97b37f5c2a36e4be62f2815abd45a2bd742bd2059a0bfe45b30a4ede2
c5_archive_h19_2mb__warmup__baseline__0/run-config.json	1694	ab0be0355154030a29082edda817efb3ef1a0cc9eea68609ff8877ba128f5bbe
c5_archive_h19_2mb__warmup__baseline__0/stderr.log	112075	42266abeff6c36144cbee74ebb0316ca40902627cf2edd479c372ab456d23706
c5_archive_h19_2mb__warmup__baseline__0/stdout.log	85	8b846f225091b6bfc6433af883554add2bfec1c9399e3fa7c82429c445e2cc83
c5_archive_h19_2mb__warmup__baseline__0/summary.json	126333	447f851bcfdd4265d28898436f0bf13c35a7422ef951ca9cc1ed1c900a5c426e
c5_archive_h19_2mb__warmup__baseline__0/time.txt	1557	8945675344a6f3da8fd1f035b83a19e1aca6eaff0f86695a8ca8319f1cb3ba04
c5_archive_h19_2mb__warmup__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_h19_2mb__warmup__candidate__0/environment.json	25043	75de200b53b85fbf5fe81b86a8ab63ec9d582f876c58933bc5356c1439d1ef32
c5_archive_h19_2mb__warmup__candidate__0/execution.json	1087	9c91af183f0655596346587c3a7a9a82c711b3ef75f9c8654faa27bd703dd140
c5_archive_h19_2mb__warmup__candidate__0/gpu-memory.csv	1279	9135ccb7531302926fdc034342506e9160059075d0dee74b1bd5d8706197dab6
c5_archive_h19_2mb__warmup__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_h19_2mb__warmup__candidate__0/output/chr22_slice_10m_12m-H19_0_2812-fasim_gasal2_chr22_slice_10m_12m-TFOsorted.archive-first.tfoa	321411	805c0e5c6400ac7afd7c6a8e7b42634a7a10e43999882d8c6c45c646a7ea5511
c5_archive_h19_2mb__warmup__candidate__0/run-complete.json	462	da0cde174b7006cba2edd526218c5af163ac17aa701da5572b4c0f959327f7f4
c5_archive_h19_2mb__warmup__candidate__0/run-config.json	1697	ed9133cd87ad6ee9b163e0d7d0743b46b3e2cda2817fadcf4d3b9f0461497296
c5_archive_h19_2mb__warmup__candidate__0/stderr.log	112070	a5893e4cf7b47a1f558147acd8ef1bc65352420321e3197076322c0a9882c7ba
c5_archive_h19_2mb__warmup__candidate__0/stdout.log	85	0303afb5a082676e8d20f9a862fb8a5ffe8e7b1e2dacc5c41221b3c6f1bee1fb
c5_archive_h19_2mb__warmup__candidate__0/summary.json	126335	634af135f5cff4cca5d7eb768e5be23d13900c64053cf5b9770573b57caa2b2b
c5_archive_h19_2mb__warmup__candidate__0/time.txt	1557	5d3f61e8cde631df996c119eab3a27bb14099ebe6f1a5772056b4572135c0017
c5_archive_large_synthetic__pair01__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_large_synthetic__pair01__baseline__0/environment.json	25043	42755da5f13bba211e0f0b633276b6d4b52474978d2e4ee36d59d2f12c6c5c8f
c5_archive_large_synthetic__pair01__baseline__0/execution.json	529	929b5eb6918b5b74f672012086aebeef776cd5936eb6f10b1eed1de808578751
c5_archive_large_synthetic__pair01__baseline__0/gpu-memory.csv	969	461fa3eb3147b73c988255b797013d20fd2954b87850c1822955deb7de69a450
c5_archive_large_synthetic__pair01__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_large_synthetic__pair01__baseline__0/output/synthetic-merged-TFOsorted	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair01__baseline__0/output/synthetic-merged-TFOsorted.input.tsv	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair01__baseline__0/output/synthetic-merged-TFOsorted.segments.tsv	303	b4da2a66bc11a850b11ac72243f32968f2df1fb563ea3b6fed73684e1045ec3a
c5_archive_large_synthetic__pair01__baseline__0/run-complete.json	469	23fabf0977830d22d4bd93c557caa6691dc9784c5e7f16c60576bc15a43f8134
c5_archive_large_synthetic__pair01__baseline__0/run-config.json	1723	1f768527bc60e9d8288475dc916a1dca2ebf77146bfef0912ef05fcef93bef31
c5_archive_large_synthetic__pair01__baseline__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c5_archive_large_synthetic__pair01__baseline__0/stdout.log	664	551252f163632aa363854275929f921366fc7dda74c2f728c6060cff17a7f413
c5_archive_large_synthetic__pair01__baseline__0/summary.json	1281	aa9c2da3caaf2c5fc1563ab3f76e1f4dd93613511967994f83a1a8508e40d223
c5_archive_large_synthetic__pair01__baseline__0/time.txt	1075	c74d6fd18061fdd6fb90dec819549ec52361ad7df6ceda2b41ce54c84e656e3b
c5_archive_large_synthetic__pair01__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_large_synthetic__pair01__candidate__0/environment.json	25043	045e68e14c3f72915f3059f90473abdb18e6b82e8a3617b23f9adec294415dc3
c5_archive_large_synthetic__pair01__candidate__0/execution.json	529	eb0e4f3c31ae0760f9e09b95a18da69d83128e3562d6b44b369f6de6eace4184
c5_archive_large_synthetic__pair01__candidate__0/gpu-memory.csv	1245	86f37e6510e991a7190c45894ded5157ab6230b61302802d5b9ce9e1810f16b7
c5_archive_large_synthetic__pair01__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_large_synthetic__pair01__candidate__0/output/synthetic-merged-TFOsorted	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair01__candidate__0/output/synthetic-merged-TFOsorted.input.tsv	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair01__candidate__0/output/synthetic-merged-TFOsorted.segments.tsv	304	49001f89c8a32e85ba492134ecf25e0c964acd65cafb352652d5746416b95c9a
c5_archive_large_synthetic__pair01__candidate__0/run-complete.json	470	702a1e80fe28f797fe6830f93d31d5834778192e3d4f28b07d3421afa57e1f9b
c5_archive_large_synthetic__pair01__candidate__0/run-config.json	1726	58e98802aff396d8012281e165b12f9222add6b06a1651ad85ef114c97f1bef3
c5_archive_large_synthetic__pair01__candidate__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c5_archive_large_synthetic__pair01__candidate__0/stdout.log	873	aca06db3b03bb5f61a24b14e212e57a5b7e3d84d8d5e373a6b2744013661ad48
c5_archive_large_synthetic__pair01__candidate__0/summary.json	1285	b5236fd93f37da6d54050df891c44bc094688d8cd103f940bee906bfc7671d0c
c5_archive_large_synthetic__pair01__candidate__0/time.txt	1078	71ddf181141a245b892784b5ad0b90c4d66ae6370c9b849bfac111798533ec89
c5_archive_large_synthetic__pair02__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_large_synthetic__pair02__baseline__0/environment.json	25043	4dc78a53c968306a0b3899ad818cba79003a4474a4da232307c84c75699367d9
c5_archive_large_synthetic__pair02__baseline__0/execution.json	528	f78cdf82c6f02f4049c0cf61a0dfdc25f8be8f022f3ca1286b56e8818eedebe8
c5_archive_large_synthetic__pair02__baseline__0/gpu-memory.csv	969	c25afbb71941cf3c8db5b41ed527d4e992cefff03f43102a39090378c6258320
c5_archive_large_synthetic__pair02__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_large_synthetic__pair02__baseline__0/output/synthetic-merged-TFOsorted	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair02__baseline__0/output/synthetic-merged-TFOsorted.input.tsv	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair02__baseline__0/output/synthetic-merged-TFOsorted.segments.tsv	303	001b917da5474a8cdb98e9c6657d2320214eaec8875e61a90780f5e591f6967e
c5_archive_large_synthetic__pair02__baseline__0/run-complete.json	469	ef164229c5a0f16e607bc78773d8ee006cb3fcf2a34a48a90526ae2fc454b3ea
c5_archive_large_synthetic__pair02__baseline__0/run-config.json	1723	950b381dce8bda5ea79d56da26e6813f39991d13d4747ca958da02376d4e008d
c5_archive_large_synthetic__pair02__baseline__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c5_archive_large_synthetic__pair02__baseline__0/stdout.log	664	bc9c3c7079503787ef1cdb4c67d746d3e80812be8bedff77c2c2351b509c8b62
c5_archive_large_synthetic__pair02__baseline__0/summary.json	1279	383bdecfa0af1624d360e9f69404d8056f7c4676475ccd4964028076fc5af3a5
c5_archive_large_synthetic__pair02__baseline__0/time.txt	1075	ea405aa46644cd55e36503961d8fb676c47071019fdece2aeaa4a462035c2c25
c5_archive_large_synthetic__pair02__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_large_synthetic__pair02__candidate__0/environment.json	25043	5719e99871745be05ef08825505145fb97db26e5e72baf9a244b9387811c5514
c5_archive_large_synthetic__pair02__candidate__0/execution.json	529	c67a866fcaa421d99a4b7449e0288b93b1889179824b2aefafd596abb53b9c3c
c5_archive_large_synthetic__pair02__candidate__0/gpu-memory.csv	1107	e722c2401ff74ba6eed9e4f34a79ea5e2df73ee9451578943c0d2f5cd4f74a42
c5_archive_large_synthetic__pair02__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_large_synthetic__pair02__candidate__0/output/synthetic-merged-TFOsorted	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair02__candidate__0/output/synthetic-merged-TFOsorted.input.tsv	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair02__candidate__0/output/synthetic-merged-TFOsorted.segments.tsv	304	d47784199dfc5e5d117fa8127a71113832a6324af16a93474c1e4f0cc442a7fb
c5_archive_large_synthetic__pair02__candidate__0/run-complete.json	470	6665b10650d196e0367ed422894c4013e8edb6d022a88be3c2ecf751cf2dee82
c5_archive_large_synthetic__pair02__candidate__0/run-config.json	1726	54d4b9b7fe1ad8c68d2eea8220dbec16ee670779680e11363584eeb49de22408
c5_archive_large_synthetic__pair02__candidate__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c5_archive_large_synthetic__pair02__candidate__0/stdout.log	873	662d677a7040bcde3a7d2d5ee40f945833a737774899cd35381b6838cff94928
c5_archive_large_synthetic__pair02__candidate__0/summary.json	1285	b2159abb97e8f1cef21baf9f2ee4add29676c4c1896fbf1a1d5a8629f4d8d26b
c5_archive_large_synthetic__pair02__candidate__0/time.txt	1078	08c10a9c0a1b828abb968a5d368159d056eea8b88b8c0fbfa9abd3c959284eca
c5_archive_large_synthetic__pair03__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_large_synthetic__pair03__baseline__0/environment.json	25043	927b26f55ba7fa4f419feff6c3b06db2ea51090b63af136c0a47532d451eb726
c5_archive_large_synthetic__pair03__baseline__0/execution.json	529	e58f1851ad8809f964780bc85e8006946694234eecc771e4c11cc741126d71d0
c5_archive_large_synthetic__pair03__baseline__0/gpu-memory.csv	969	70b9184a4cb8bf367c5dc770643dd5ab53f3aa212715a945a6453f0201be3015
c5_archive_large_synthetic__pair03__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_large_synthetic__pair03__baseline__0/output/synthetic-merged-TFOsorted	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair03__baseline__0/output/synthetic-merged-TFOsorted.input.tsv	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair03__baseline__0/output/synthetic-merged-TFOsorted.segments.tsv	303	d182ec508a5815f77c0a159f28f547ced046dca434b81dd6b7f9b69dd1825ce5
c5_archive_large_synthetic__pair03__baseline__0/run-complete.json	469	2e6a08f7351f25eb57e1a33fb94a9134718811b4213592c84c7bd6945611d7ce
c5_archive_large_synthetic__pair03__baseline__0/run-config.json	1723	01bda3b7b8767c77b6eb98f23d93995fcf0a27ce6a77cf2bba6fde0a8f223a6f
c5_archive_large_synthetic__pair03__baseline__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c5_archive_large_synthetic__pair03__baseline__0/stdout.log	664	81b2de69c8f2e0b1c5908a45a2ba6add35bdc24cb825729796476501cc4f48c0
c5_archive_large_synthetic__pair03__baseline__0/summary.json	1281	306a69add6d176ec48257fa2580e137e52ba93898113b0b4f15f82779a24a37d
c5_archive_large_synthetic__pair03__baseline__0/time.txt	1075	23c842ef8b45ab550cd4253bb11ce7c59081b73802278d085c1e0e14c9212593
c5_archive_large_synthetic__pair03__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c5_archive_large_synthetic__pair03__candidate__0/environment.json	25043	469f9af5b2efd3bb4ed585b7f39fba39065adf8bddea845710a29a1ed453cf25
c5_archive_large_synthetic__pair03__candidate__0/execution.json	529	abb99f0a0d7cc642162f37b94701c042bf68eb4be05ea818e98dbb9f1c97a9e4
c5_archive_large_synthetic__pair03__candidate__0/gpu-memory.csv	1245	546b5432fa08a8ef1a29ff7bd9105335e36a986f0ba9056f9ff3be28681a0b2a
c5_archive_large_synthetic__pair03__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c5_archive_large_synthetic__pair03__candidate__0/output/synthetic-merged-TFOsorted	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair03__candidate__0/output/synthetic-merged-TFOsorted.input.tsv	15855790	6ca699b9eada77d49786d75efe40c4c2c6a1d6972cadbeebc2bc42fed6d7770b
c5_archive_large_synthetic__pair03__candidate__0/output/synthetic-merged-TFOsorted.segments.tsv	304	56180af4f654cf476cfa78fac90fa1c7a03a425213a3b086a451de4ab61ca8bf
c5_archive_large_synthetic__pair03__candidate__0/run-complete.json	470	84f113305afaed3eff5e8930565a5a8c6e512030f5db9837a286fbd09c1c3c8f
c5_archive_large_synthetic__pair03__candidate__0/run-config.json	1726	80bafb4e20dd9882ec4b507987872dcb514e9566f72cb832ed1bbfb8185ee04a
c5_archive_large_synthetic__pair03__candidate__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
