metric_id	workload_id	recomputed_value	frozen_value	absolute_difference	status	source
median_paired_speedup	g07_kcnq1ot1_5p_2812_chr21	23.044488821291	23.044488821291	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g07_kcnq1ot1_5p_2812_chr21	0.956605676622	derived_independently	NA	derived	paired_speedups.tsv
median_paired_speedup	g08_kcnq1ot1_mid_1024_chr22	13.975726928273	13.975726928273	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g08_kcnq1ot1_mid_1024_chr22	0.928447371279	derived_independently	NA	derived	paired_speedups.tsv
median_paired_speedup	g09_kcnq1ot1_3p_2048_chr11	20.362261402927	20.362261402927	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g09_kcnq1ot1_3p_2048_chr11	0.950889541185	derived_independently	NA	derived	paired_speedups.tsv
median_paired_speedup	g10_h19_full_chr11	19.893861332649	19.893861332649	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g10_h19_full_chr11	0.949733237642	derived_independently	NA	derived	paired_speedups.tsv
median_paired_speedup	g11_h19_full_chr21	20.438586753735	20.438586753735	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g11_h19_full_chr21	0.951072938063	derived_independently	NA	derived	paired_speedups.tsv
median_paired_speedup	g12_h19_full_chr22	20.366779856290	20.366779856290	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g12_h19_full_chr22	0.950900436541	derived_independently	NA	derived	paired_speedups.tsv
median_paired_speedup	g13_meg3_full_chr11	15.528138681399	15.528138681399	0	match	paired_speedups.tsv
median_wall_reduction_fraction	g13_meg3_full_chr11	0.935600781232	derived_independently	NA	derived	paired_speedups.tsv
median_storage_reduction_ratio	c5_archive_h19_2mb	5.715078202053	5.715078202053	0	match	archive_first.tsv
median_exact_stage_speedup	c6_exact_h19_2mb	1.348059297533	1.348059297533	0	match	ablation_resource_pairs_pre_freeze.tsv
median_exact_stage_reduction_fraction	c6_exact_h19_2mb	0.258192868941	derived_independently	NA	derived	ablation_resource_pairs_pre_freeze.tsv
median_exact_stage_speedup	c6_exact_kcnq_segment_chr22	1.651693604941	1.651693604941	0	match	ablation_resource_pairs_pre_freeze.tsv
median_exact_stage_reduction_fraction	c6_exact_kcnq_segment_chr22	0.394560833191	derived_independently	NA	derived	ablation_resource_pairs_pre_freeze.tsv
table4_storage_reduction_ratio	c5_archive_h19_2mb	5.715078202053	5.715078000000	2.02052823361e-07	match	table4_ablation_resources.tsv
table4_exact_stage_speedup	c6_exact_h19_2mb	1.348059297533	1.348059000000	2.97533370386e-07	match	table4_ablation_resources.tsv
table4_exact_stage_speedup	c6_exact_kcnq_segment_chr22	1.651693604941	1.651694000000	3.95059016389e-07	match	table4_ablation_resources.tsv
