artifact_path	size_bytes	sha256
c1_h19_chr21_chr22_fast_topk__pair01__candidate__0/run-config.json	1849	9fdf8934a77ad5f2230dbaa0a28ea9204c965e7772ca162ada22e786fa025bc5
c1_h19_chr21_chr22_fast_topk__pair01__candidate__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c1_h19_chr21_chr22_fast_topk__pair01__candidate__0/stdout.log	127813	bc55b1b0d9d9e59665842866901415ff0d106345ffe4f50bb8118600b0c187b7
c1_h19_chr21_chr22_fast_topk__pair01__candidate__0/summary.json	1267	cc1d629790454358a6a6be8e74981f9b965ac56bc7a48fa77efb43b2cedd0858
c1_h19_chr21_chr22_fast_topk__pair01__candidate__0/time.txt	1593	65b778ddabbdcd1a72953c49e7b79339ac9e9c2163c896d8b9ff18d07b6373dc
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/environment.json	25045	ad4d81cf7010f48bd7c2df2d931397df4b71c80adc5ec161dd7e23fd6c323a79
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/execution.json	1092	bc494ae12f6d5219a0a4c828e1bb3ae80d29610bfd82ddd70b54d20500691b65
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/gpu-memory.csv	1069038	4729f7362cb43e9acf07e5f70d8e7131e35f4e8ee91c34e3a275b0c34dd0caa7
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/logs/shard_0000_chr21.stderr.log	99004	106a5636c9c735f2ef854607cd2aff15453f095799a064f4b114e93081c40ded
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/logs/shard_0000_chr21.stdout.log	85	9e50c4cd24ddca1d3d14b099c909a39559c17ac3294b54e367104f15d4c2edf7
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/logs/shard_0001_chr22.stderr.log	99004	106a5636c9c735f2ef854607cd2aff15453f095799a064f4b114e93081c40ded
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/logs/shard_0001_chr22.stdout.log	84	e7dcc3fc5a797bf0d85ef58f02711d09cad0c0ac4b544922de45ec6d4bbc193a
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/report.json	112962	ba703298f4eac0c9beca99bfccd02ea5b173f23023c3cd46e1c66ad050e65e25
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/shard_outputs/shard_0000_chr21/chr21-H19_0_2812-shard_0000_chr21-TFOsorted.lite	22938266	c97402e73859a09f50fd0353e664fe1d2a1d42e0c7b497df08eef2e65083ea0c
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/shard_outputs/shard_0001_chr22/chr22-H19_0_2812-shard_0001_chr22-TFOsorted.lite	32019276	b61c12a0b72b24b504dd64ae0c403141c781c4e3f69c5ad159cc7959bb09dad1
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/shard_plan.json	1489	42b6e9fbcbf2afd6a6361b1aa42ef0c1cafa9221d9bdcc2982679e24fad595c2
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/shards/shard_0000_chr21.fa	47293865	9d4f98d47db5404fd1e881123e636fe841e302214af03c9514a0b7892431d571
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/shards/shard_0001_chr22.fa	51453706	fdcae3058910b126a32dd10ef9effca2bef20572a8500eda9c8aa07b61879c61
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/topk-TFOsorted.lite	1373	f14dc248af1ee92fee5e90592de3ad59ef474ce9c105c9208608208dcf1ece6d
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/topk_rows.tsv	1581	b15a96c628cdf3df41515b17132288e59128611fba406eaa5168fa5e246b5405
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/output/topk_summary.tsv	1581	b15a96c628cdf3df41515b17132288e59128611fba406eaa5168fa5e246b5405
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/run-complete.json	471	4398b1d135041439ae9e2d32c40de7bcd689f42a661c76f02b20082c3e1fd4da
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/run-config.json	1846	8d924c53bb472f6d3eefa9f7c240556ba1643c876f3c8d38639306b1ed0b1426
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/stdout.log	112962	ba703298f4eac0c9beca99bfccd02ea5b173f23023c3cd46e1c66ad050e65e25
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/summary.json	1258	e64f4b6ac8eaee2dcaa0ba680be677eefe34d5f112fcaba777188e945cb32041
c1_h19_chr21_chr22_fast_topk__pair02__baseline__0/time.txt	1554	5f5138c97448c02e85768cfa81aa7a36f719b8305d911a0ed19faed6247889bc
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/environment.json	25045	d7ff7e6eab6f1bed42dbf2d0f4d8f3e814189c9e433d57348275954ecd1946a3
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/execution.json	1139	b65535f255a1b6f1dc32cac5358251cce021ac968a93e57526fe19f4e39ac2e7
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/gpu-memory.csv	29475	285b3dd8f4b4a291aa3c39d494d4d2707375f4153b869f7d6dab3aa8df4d6ae2
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/logs/shard_0000_chr21.stderr.log	112139	a0b2616e7d13c818ee2ea27f7fea6f57209c30129a1061133ffeec814871c431
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/logs/shard_0000_chr21.stdout.log	85	09e352f2dbddc860a0888a0d35c01e91bb9d126be2169a89b5caac6847090a31
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/logs/shard_0001_chr22.stderr.log	112141	571241a9d75ed83c1d538890c8e85545686581617835ce652e4641a1df880d77
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/logs/shard_0001_chr22.stdout.log	85	7a9d8ac95812808614604041170afdad20b12d1859d20b9696bb5b0b255220b4
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/report.json	127731	8a7dc7e6a9bb9d32e22579ab41e188faeed2f320f1c61dc5b3cfc60e1e7ca44d
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shard_outputs/shard_0000_chr21/chr21-H19_0_2812-shard_0000_chr21-TFOsorted.lite	1291	bae2d7c089b277c433d4d14b21e168f5fa395901dd49e74f9e44d4adc4c39a33
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shard_outputs/shard_0000_chr21/chr21-H19_0_2812-shard_0000_chr21-TFOsorted.lite.topk_rank.tsv	1461	789611148031acfd565a17e54a0b59ec424e1b64a652e666e2f5433c903caa7d
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shard_outputs/shard_0001_chr22/chr22-H19_0_2812-shard_0001_chr22-TFOsorted.lite	1297	1da0e4e4a9490f5bbb5e8c8b129f8d0ed18a18c55d650519972ac11b81e1577f
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shard_outputs/shard_0001_chr22/chr22-H19_0_2812-shard_0001_chr22-TFOsorted.lite.topk_rank.tsv	1468	2f093f995ca27e367882d339ef797fc8b4c23d0705167fba7da48532426d8f4d
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shard_plan.json	1491	763c26f14472a58114ecea609568223061a9d9bafb08aacc831c1d0dffcaa28e
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shards/shard_0000_chr21.fa	47293865	9d4f98d47db5404fd1e881123e636fe841e302214af03c9514a0b7892431d571
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/shards/shard_0001_chr22.fa	51453706	fdcae3058910b126a32dd10ef9effca2bef20572a8500eda9c8aa07b61879c61
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/topk-TFOsorted.lite	1373	f14dc248af1ee92fee5e90592de3ad59ef474ce9c105c9208608208dcf1ece6d
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/topk_rows.tsv	1604	d7621f999ac93b0563c45044b87fe730cce52531e764b05fdd579ca9dcc7d96a
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/output/topk_summary.tsv	1604	d7621f999ac93b0563c45044b87fe730cce52531e764b05fdd579ca9dcc7d96a
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/run-complete.json	472	01b39618176803495809ef285c530d41163fdd33beb3b51c259d52060819e85f
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/run-config.json	1849	39f5808de4243254903fa945b23a7817e7d8e676be58d1bd55938b87e146e5c6
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/stdout.log	127731	8a7dc7e6a9bb9d32e22579ab41e188faeed2f320f1c61dc5b3cfc60e1e7ca44d
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/summary.json	1266	a15af4a5e6273f7e0d72c0e5fd2aaf1236c8817d99e1b8bb5ea080700d72d91e
c1_h19_chr21_chr22_fast_topk__pair02__candidate__0/time.txt	1593	840268687727b2e87c5d5111bd563ff9a0afebafa9ae06605caccb0e001b5ddb
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/environment.json	25046	0c672613c2f33b8acf5e9751479aee7f179d5b55246c095a0fb1c20e11da0c76
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/execution.json	1092	74bc38646e0d96f909efba19392231ffd1f701379d9751f1b7a4d45e0c5b6478
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/gpu-memory.csv	1061266	b5606ad3d466e161b0aa1cae264437121384dff8b4c98cc48181eb0941c9f96d
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/logs/shard_0000_chr21.stderr.log	99004	106a5636c9c735f2ef854607cd2aff15453f095799a064f4b114e93081c40ded
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/logs/shard_0000_chr21.stdout.log	85	5e0b768255a096974bd59ac643b56518ff63a09776df5828fee54e9f46a9293f
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/logs/shard_0001_chr22.stderr.log	99004	106a5636c9c735f2ef854607cd2aff15453f095799a064f4b114e93081c40ded
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/logs/shard_0001_chr22.stdout.log	85	96e0f29250d4cface94ecdbdb45ad74af79c4a95378ae862ab1f51991673b171
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/report.json	112965	de28e447e26bfdcb5114b7811ccfeb1e68f5fd18d5e40124a2239e316d7dfd51
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/shard_outputs/shard_0000_chr21/chr21-H19_0_2812-shard_0000_chr21-TFOsorted.lite	22938266	c97402e73859a09f50fd0353e664fe1d2a1d42e0c7b497df08eef2e65083ea0c
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/shard_outputs/shard_0001_chr22/chr22-H19_0_2812-shard_0001_chr22-TFOsorted.lite	32019276	b61c12a0b72b24b504dd64ae0c403141c781c4e3f69c5ad159cc7959bb09dad1
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/shard_plan.json	1489	ef5b4445f6ad659e00816d2573b5c44edc611015224bdd3e4c81f7074b8fd914
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/shards/shard_0000_chr21.fa	47293865	9d4f98d47db5404fd1e881123e636fe841e302214af03c9514a0b7892431d571
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/shards/shard_0001_chr22.fa	51453706	fdcae3058910b126a32dd10ef9effca2bef20572a8500eda9c8aa07b61879c61
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/topk-TFOsorted.lite	1373	f14dc248af1ee92fee5e90592de3ad59ef474ce9c105c9208608208dcf1ece6d
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/topk_rows.tsv	1581	b15a96c628cdf3df41515b17132288e59128611fba406eaa5168fa5e246b5405
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/output/topk_summary.tsv	1581	b15a96c628cdf3df41515b17132288e59128611fba406eaa5168fa5e246b5405
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/run-complete.json	471	ec42e3cf5f17c021e499e238809a742f8df97acad48fc0b9834290e8229b6445
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/run-config.json	1846	27e43ba451dd8b590f93179327a3b1a830f912936f9717a657f3c4f298abc097
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/stdout.log	112965	de28e447e26bfdcb5114b7811ccfeb1e68f5fd18d5e40124a2239e316d7dfd51
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/summary.json	1257	ff635ddc32ebcfae91e5770e9d99c251d0b5b64efe5cdf7ce8f3a35613ee294a
c1_h19_chr21_chr22_fast_topk__pair03__baseline__0/time.txt	1555	111feae372a9721f55982efd11ffde56fd4075a6e9e8fea3cd328e4c1367d68b
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/environment.json	25047	a6bb0434fa7877e7951f8e104580a29deda4dc6d4c9652c7df1f02de3b833d2d
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/execution.json	1139	94590035cbcb2361ac2317942b590cdc478fc9e8d54f55dd5652049962e62493
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/gpu-memory.csv	29324	ce8bd48a68a284f17d0f021fdc965d4526d9effa3b159392089c4a3ed8584dc5
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/inputs/query.fa	2860	18b082f717a1e6b5f076272916e14ab549142acf7443d692bc3928bdff0d0cbb
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/logs/shard_0000_chr21.stderr.log	112141	0b7e4875d22053bb9f2b10fa53a85c0f3e3ef0deed272fda21ee045ec036b21f
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/logs/shard_0000_chr21.stdout.log	85	6eae790e0248a05bb9741dba2f4c4459152cc55cb4262d3ab1e7b381a53234d4
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/logs/shard_0001_chr22.stderr.log	112143	aaeb461524fa719ecb1187e40d40a3c3c8ca479d99fb894af25673451ccd3724
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/logs/shard_0001_chr22.stdout.log	85	31063c68505d9bbb10ea6498a0b0762f69969c55192187c3e29c81c23786289b
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/report.json	127767	6acc8ba0ddc184e85fd4d8ff6bea4cef6e362f07b9b2d87118c1093876326d87
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shard_outputs/shard_0000_chr21/chr21-H19_0_2812-shard_0000_chr21-TFOsorted.lite	1291	bae2d7c089b277c433d4d14b21e168f5fa395901dd49e74f9e44d4adc4c39a33
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shard_outputs/shard_0000_chr21/chr21-H19_0_2812-shard_0000_chr21-TFOsorted.lite.topk_rank.tsv	1461	789611148031acfd565a17e54a0b59ec424e1b64a652e666e2f5433c903caa7d
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shard_outputs/shard_0001_chr22/chr22-H19_0_2812-shard_0001_chr22-TFOsorted.lite	1297	1da0e4e4a9490f5bbb5e8c8b129f8d0ed18a18c55d650519972ac11b81e1577f
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shard_outputs/shard_0001_chr22/chr22-H19_0_2812-shard_0001_chr22-TFOsorted.lite.topk_rank.tsv	1468	2f093f995ca27e367882d339ef797fc8b4c23d0705167fba7da48532426d8f4d
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shard_plan.json	1491	fef280d54eb8d51086ca6b626e12958658f9f0a3a3984943f862315e917c04ae
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shards/shard_0000_chr21.fa	47293865	9d4f98d47db5404fd1e881123e636fe841e302214af03c9514a0b7892431d571
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/shards/shard_0001_chr22.fa	51453706	fdcae3058910b126a32dd10ef9effca2bef20572a8500eda9c8aa07b61879c61
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/topk-TFOsorted.lite	1373	f14dc248af1ee92fee5e90592de3ad59ef474ce9c105c9208608208dcf1ece6d
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/topk_rows.tsv	1604	d7621f999ac93b0563c45044b87fe730cce52531e764b05fdd579ca9dcc7d96a
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/output/topk_summary.tsv	1604	d7621f999ac93b0563c45044b87fe730cce52531e764b05fdd579ca9dcc7d96a
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/run-complete.json	472	32111e2179de12397fc8d77ef970d6dfb1f5a79e45860a33b1d19dddbc81ab11
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/run-config.json	1849	da08647a96065269551f4c4a0f1577379947e8f6e3b07425731630585d8c0194
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/stdout.log	127767	6acc8ba0ddc184e85fd4d8ff6bea4cef6e362f07b9b2d87118c1093876326d87
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/summary.json	1266	a32a397e3721f9b3451cd2715bcbfee4ace5af422b3a61fa388a833d485d4187
c1_h19_chr21_chr22_fast_topk__pair03__candidate__0/time.txt	1593	8aa18d2affaa62d6b0968b2d46178075eb187faccc25e420e9c620427fe38224
c1_h19_chr21_chr22_fast_topk__pair04__baseline__0/correctness.json	65	a278541fd198bfff0e1fbca1ef8e939bbc1f5b5432d8a6289fe649582d1a7f5e
c1_h19_chr21_chr22_fast_topk__pair04__baseline__0/environment.json	25045	9557e14904bbd4c0f108fb29646aa13139470ffa033b7dc8a6f2dba4971c31b8
