run_id	workload_id	role	query_id	query_length_nt	fragment_position	target_id	target_region	pair_id	mode	warmup	status	runtime_epoch	config_digest_sha256	wall_seconds	max_rss_kb	gpu_memory_peak_mib	gpu_temperature_peak_c	gpu_power_peak_w	receipt_path
g03_malat1_3p_2812_chr22__pair01__baseline__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	1	baseline	0	complete	0	69b26c2c679ecda6a653c4e5a7365e8faed6806ce2cb9d5ebd50a533bbd6fb32	93.79168249398936	198724	34.0	26.0	21.82	g03_malat1_3p_2812_chr22__pair01__baseline__0/run-complete.json
g03_malat1_3p_2812_chr22__pair01__candidate__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	1	candidate	0	complete	0	410e47bbaaf4f0f1d33fdfe78859df8835da62aa2bfe68c57ce13676fe9d5227	5.3795060170814395	858792	16539.0	33.0	126.6	g03_malat1_3p_2812_chr22__pair01__candidate__0/run-complete.json
g03_malat1_3p_2812_chr22__pair02__baseline__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	2	baseline	0	complete	0	92c5cab12c691f6c9190a10c7a8aaaec3a1354b4b017239a50b21ea88d09b658	93.64246600796469	198560	34.0	25.0	21.87	g03_malat1_3p_2812_chr22__pair02__baseline__0/run-complete.json
g03_malat1_3p_2812_chr22__pair02__candidate__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	2	candidate	0	complete	0	fcf060ee3afffef0460ca11920cf3ce54f101c11704acd15a23946e794eccf5c	5.380274311057292	851708	16539.0	34.0	129.48	g03_malat1_3p_2812_chr22__pair02__candidate__0/run-complete.json
g03_malat1_3p_2812_chr22__pair03__baseline__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	3	baseline	0	complete	0	288993ca5b5a9ca54de021a7d3c6df586622b157cb92c60259a2582a859e637a	93.72063690598588	198552	34.0	26.0	35.45	g03_malat1_3p_2812_chr22__pair03__baseline__0/run-complete.json
g03_malat1_3p_2812_chr22__pair03__candidate__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	3	candidate	0	complete	0	3348ac0e292e7c2fed210f20aba4327ab46ae1a614805981b859b01b59830378	5.379818847053684	859116	16539.0	34.0	125.61	g03_malat1_3p_2812_chr22__pair03__candidate__0/run-complete.json
g03_malat1_3p_2812_chr22__warmup__baseline__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	0	baseline	1	complete	0	d4023f0281f5a50cfca15f61cac77d87839bff0f28b706e77f07801d91a852c3	93.8280402130913	198688	34.0	25.0	21.83	g03_malat1_3p_2812_chr22__warmup__baseline__0/run-complete.json
g03_malat1_3p_2812_chr22__warmup__candidate__0	g03_malat1_3p_2812_chr22	generalization_core	MALAT1	2812	3p	chr22_center_2mb	slice:24409234-26409234	0	candidate	1	complete	0	b062c068f644e74743fb7f730fdcd8084f0b9067f020892164ab56cb4bca31ff	5.3789746860275045	850432	16539.0	34.0	125.29	g03_malat1_3p_2812_chr22__warmup__candidate__0/run-complete.json
g04_neat1_5p_2048_chr22__pair01__baseline__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	1	baseline	0	complete	0	6335101c98fe4e8f761c277a5de54ad55bcf455df92f9ff14f58b8e7ab64df57	87.00791515596211	206664	34.0	26.0	21.81	g04_neat1_5p_2048_chr22__pair01__baseline__0/run-complete.json
g04_neat1_5p_2048_chr22__pair01__candidate__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	1	candidate	0	complete	0	727a49613a2f5ccdbe49d7c215f8bf7938307772bfeaa7124336b64ce7ae826b	5.096078827045858	749352	15071.0	36.0	107.69	g04_neat1_5p_2048_chr22__pair01__candidate__0/run-complete.json
g04_neat1_5p_2048_chr22__pair02__baseline__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	2	baseline	0	complete	0	d84ba972904b66e568b9f7ee7856645886c1c6b8da477f0751fdfee7ebcd7e0d	86.14028862502892	206632	34.0	26.0	21.79	g04_neat1_5p_2048_chr22__pair02__baseline__0/run-complete.json
g04_neat1_5p_2048_chr22__pair02__candidate__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	2	candidate	0	complete	0	c9ec70f11936920cc19c0611f252b0dfb3b6dbbadc944c3750aa5a54b2328620	5.129333421005867	749496	15071.0	34.0	113.65	g04_neat1_5p_2048_chr22__pair02__candidate__0/run-complete.json
g04_neat1_5p_2048_chr22__pair03__baseline__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	3	baseline	0	complete	0	b5c1500cce995edb41080ccd35a92c039787b3ac1b92e6de6857d8782074dd51	87.11339018307626	206892	34.0	26.0	21.86	g04_neat1_5p_2048_chr22__pair03__baseline__0/run-complete.json
g04_neat1_5p_2048_chr22__pair03__candidate__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	3	candidate	0	complete	0	6422ba549d21d633befe42351ebd8fbc88ccc6be1c2d072a9be768f5a56fc3bd	5.078136291005649	749468	15071.0	35.0	111.29	g04_neat1_5p_2048_chr22__pair03__candidate__0/run-complete.json
g04_neat1_5p_2048_chr22__warmup__baseline__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	0	baseline	1	complete	0	5fb551ab85257e3d94bdc2f2f1f4aa2751e75b8ea0cfa5a75c7276f69f98a2a8	86.49567715008743	206684	34.0	26.0	21.78	g04_neat1_5p_2048_chr22__warmup__baseline__0/run-complete.json
g04_neat1_5p_2048_chr22__warmup__candidate__0	g04_neat1_5p_2048_chr22	generalization_core	NEAT1	2048	5p	chr22_center_2mb	slice:24409234-26409234	0	candidate	1	complete	0	133a1fcd6ea58b9adb9eff55916c3a484430b58c0eb0e301a4e549a37a12cfe5	5.229190889047459	749264	15071.0	33.0	111.23	g04_neat1_5p_2048_chr22__warmup__candidate__0/run-complete.json
g05_neat1_mid_2812_chr11__pair01__baseline__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	1	baseline	0	complete	0	1a53e3400bbf40ad26c5ef8b0ed2b28be31a9c0f70947e938e58a1462de7fd09	92.77881917590275	197648	34.0	26.0	21.74	g05_neat1_mid_2812_chr11__pair01__baseline__0/run-complete.json
g05_neat1_mid_2812_chr11__pair01__candidate__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	1	candidate	0	complete	0	1a075a6ceaf282f00b98ebf746116fffa1d503cc9a0e38f9bea029bfb7d62b18	5.230780042940751	863852	19769.0	34.0	122.99	g05_neat1_mid_2812_chr11__pair01__candidate__0/run-complete.json
g05_neat1_mid_2812_chr11__pair02__baseline__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	2	baseline	0	complete	0	7550323b5c53feaf1207d6fbcc56a18d63b50010cbe97df8017a224b65ffbb16	92.84468846500386	197516	34.0	27.0	21.77	g05_neat1_mid_2812_chr11__pair02__baseline__0/run-complete.json
g05_neat1_mid_2812_chr11__pair02__candidate__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	2	candidate	0	complete	0	4781481eceebcd11262a20e709812c3320d5b7bcc57065fd43d8360e1186a625	5.279929904965684	863088	19769.0	36.0	126.15	g05_neat1_mid_2812_chr11__pair02__candidate__0/run-complete.json
g05_neat1_mid_2812_chr11__pair03__baseline__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	3	baseline	0	complete	0	34f18eddf7661ed312d0cc9bcb19021e23cf93812dd1da3a398bb2d2c03af472	92.66504347894806	197536	409.0	26.0	46.94	g05_neat1_mid_2812_chr11__pair03__baseline__0/run-complete.json
g05_neat1_mid_2812_chr11__pair03__candidate__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	3	candidate	0	complete	0	ed18ae59019a3162b4d40ad5f501c59424ad5de3cc6e2fec43619e8e4af1372b	5.228863214026205	863260	19769.0	34.0	120.58	g05_neat1_mid_2812_chr11__pair03__candidate__0/run-complete.json
g05_neat1_mid_2812_chr11__warmup__baseline__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	0	baseline	1	complete	0	cdf45fabd4d68974ae5e79aa31bfdec9b18b0f2a849e3f37de89bb2f9696a2d1	92.67396731709596	197532	409.0	26.0	46.66	g05_neat1_mid_2812_chr11__warmup__baseline__0/run-complete.json
g05_neat1_mid_2812_chr11__warmup__candidate__0	g05_neat1_mid_2812_chr11	generalization_core	NEAT1	2812	mid	chr11_center_2mb	slice:66543311-68543311	0	candidate	1	complete	0	408770970da5bd4479d4d8f8625f773e691fbcbdee42052b852e2e78c1ea75aa	5.229849438066594	863200	19769.0	34.0	117.74	g05_neat1_mid_2812_chr11__warmup__candidate__0/run-complete.json
g06_neat1_3p_1024_chr21__pair01__baseline__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	1	baseline	0	complete	0	1f94ecc4bdbbd8ccb9b6b7c72ae95b171aa540e6f92accedcb834ee9c1131831	50.99465015693568	207168	34.0	26.0	21.8	g06_neat1_3p_1024_chr21__pair01__baseline__0/run-complete.json
g06_neat1_3p_1024_chr21__pair01__candidate__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	1	candidate	0	complete	0	c2ecfcfa8eeccf75223650d4938fe8d2bb7e01dbb5943bf7e2c680db6e1ab97a	3.674406784004532	527740	7375.0	32.0	90.73	g06_neat1_3p_1024_chr21__pair01__candidate__0/run-complete.json
g06_neat1_3p_1024_chr21__pair02__baseline__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	2	baseline	0	complete	0	a36023b044fe7fa8051488988d0988a89165b7b7a48315a5a941816b358db625	50.996518500032835	207120	34.0	26.0	21.76	g06_neat1_3p_1024_chr21__pair02__baseline__0/run-complete.json
g06_neat1_3p_1024_chr21__pair02__candidate__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	2	candidate	0	complete	0	05bd5f48489bdf1fadf92282df74942c0e605fbd500127cae36466fcf62de201	3.674829849973321	527684	7375.0	32.0	90.15	g06_neat1_3p_1024_chr21__pair02__candidate__0/run-complete.json
g06_neat1_3p_1024_chr21__pair03__baseline__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	3	baseline	0	complete	0	eee7732e703d80baac34985d034a09173c04b50bf72fbd370495528c63090092	50.89547067403328	207416	34.0	26.0	21.77	g06_neat1_3p_1024_chr21__pair03__baseline__0/run-complete.json
g06_neat1_3p_1024_chr21__pair03__candidate__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	3	candidate	0	complete	0	519cbfa9038f695c18c9de6957035c4233aa24351b4f89b17a84ca0c7ec5049f	3.7250066489214078	527800	7375.0	28.0	81.88	g06_neat1_3p_1024_chr21__pair03__candidate__0/run-complete.json
g06_neat1_3p_1024_chr21__warmup__baseline__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	0	baseline	1	complete	0	9c3f1a566fa863c3a3c3ae2a0952b18b436f9e2d6398a406e20d2cce24dbbf6d	50.94505834009033	207416	34.0	26.0	21.73	g06_neat1_3p_1024_chr21__warmup__baseline__0/run-complete.json
g06_neat1_3p_1024_chr21__warmup__candidate__0	g06_neat1_3p_1024_chr21	generalization_core	NEAT1	1024	3p	chr21_center_2mb	slice:22354991-24354991	0	candidate	1	complete	0	d6d52b4a29587c87c3659b25d10cb4bc68bc489de8bff6839c87d9cb0d148596	3.674738663015887	527572	7375.0	32.0	86.17	g06_neat1_3p_1024_chr21__warmup__candidate__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__pair01__baseline__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	1	baseline	0	complete	0	cb1e21911943a69e4c84d7fb42884ce8822460e194485b9c0e52d4e97cd3f73f	113.25956997903995	199016	34.0	27.0	30.91	g07_kcnq1ot1_5p_2812_chr21__pair01__baseline__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__pair01__candidate__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	1	candidate	0	complete	0	d2ec4c1930c4f4c2040f674772f15eae997535619ae1268196fd6b5920fbc81f	4.852540013962425	847020	19769.0	35.0	138.13	g07_kcnq1ot1_5p_2812_chr21__pair01__candidate__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__pair02__baseline__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	2	baseline	0	complete	0	e8f13c34ae5e5ef46f2be5dcc7a2e0e1c5acd0f25a31e2703af73992418b2cdf	113.68164246098604	198832	34.0	27.0	21.82	g07_kcnq1ot1_5p_2812_chr21__pair02__baseline__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__pair02__candidate__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	2	candidate	0	complete	0	96a95e897150dad73c41dd0fb05ad7bfdefd8590eb1d70076d8825af73b176a8	4.951811462990008	847164	19769.0	35.0	136.48	g07_kcnq1ot1_5p_2812_chr21__pair02__candidate__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__pair03__baseline__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	3	baseline	0	complete	0	718b1918d75eeb4831a43b461a38a659aaf4bc1c1f6bfbc5adf7f2d52e2e498c	113.56226034509018	199016	34.0	27.0	21.85	g07_kcnq1ot1_5p_2812_chr21__pair03__baseline__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__pair03__candidate__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	3	candidate	0	complete	0	f2f6d6183bd33513838477d9daa3eb43baf0df2e64012fa4478c3606eb7f566b	4.927957448991947	847200	19769.0	36.0	134.94	g07_kcnq1ot1_5p_2812_chr21__pair03__candidate__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__warmup__baseline__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	0	baseline	1	complete	0	9bff25bf1997a436c31f1058628feb113166b41bcfffd274ce8856cf6dd352e8	112.16152012802195	198816	34.0	26.0	21.86	g07_kcnq1ot1_5p_2812_chr21__warmup__baseline__0/run-complete.json
g07_kcnq1ot1_5p_2812_chr21__warmup__candidate__0	g07_kcnq1ot1_5p_2812_chr21	generalization_core	KCNQ1OT1	2812	5p	chr21_center_2mb	slice:22354991-24354991	0	candidate	1	complete	0	73e8cd82d13d3e8385ba261b485d5c46a3176f4ae1e3cd2edfe326dce3169e47	4.9281458869809285	847192	19769.0	35.0	136.16	g07_kcnq1ot1_5p_2812_chr21__warmup__candidate__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__pair01__baseline__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	1	baseline	0	complete	0	4f71d50f964843df991ea9af328eb2a10cf540a8b4e4a5bc70d283642ca66706	51.35487241705414	207288	34.0	27.0	21.87	g08_kcnq1ot1_mid_1024_chr22__pair01__baseline__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__pair01__candidate__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	1	candidate	0	complete	0	5240cc0dae90ebce983844b33496067ff1168f97cdfa98b27262b647b5c0c83c	3.674576119054109	543572	7135.0	32.0	90.6	g08_kcnq1ot1_mid_1024_chr22__pair01__candidate__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__pair02__baseline__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	2	baseline	0	complete	0	e4aa27d63520d0f509b93ac7b60a5c8091a7a879b42518f145d0611c0c8365ec	51.406918599968776	207392	34.0	27.0	21.84	g08_kcnq1ot1_mid_1024_chr22__pair02__baseline__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__pair02__candidate__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	2	candidate	0	complete	0	c274f417e97f3be1957c9fd66c357c55b1b6e111363494c9d1f059070e0502ba	3.6755219739861786	543360	7135.0	32.0	91.51	g08_kcnq1ot1_mid_1024_chr22__pair02__candidate__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__pair03__baseline__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	3	baseline	0	complete	0	f74e43f7214dbd0ea956654462af5b70053c0834af4e50b8dd834bd53c86ffb9	51.30792710906826	207288	34.0	27.0	21.75	g08_kcnq1ot1_mid_1024_chr22__pair03__baseline__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__pair03__candidate__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	3	candidate	0	complete	0	7ff50d48b858a0ecbffec5ffaec56275d52e84258a4802bfa4d9ce096ca31427	3.675604533054866	543616	7135.0	32.0	90.54	g08_kcnq1ot1_mid_1024_chr22__pair03__candidate__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__warmup__baseline__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	0	baseline	1	complete	0	3dfdf10c731d9aea60b72bf4a4ae94c0a0d1c208fc2ea27da38a09a587633bbd	51.30978273798246	207416	34.0	27.0	21.85	g08_kcnq1ot1_mid_1024_chr22__warmup__baseline__0/run-complete.json
g08_kcnq1ot1_mid_1024_chr22__warmup__candidate__0	g08_kcnq1ot1_mid_1024_chr22	generalization_core	KCNQ1OT1	1024	mid	chr22_center_2mb	slice:24409234-26409234	0	candidate	1	complete	0	7cf176522b0783a97982f420a25a42bd556a0c8ebb7a21112dd32162ab4f61a0	3.724836630979553	543440	7135.0	31.0	91.23	g08_kcnq1ot1_mid_1024_chr22__warmup__candidate__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__pair01__baseline__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	1	baseline	0	complete	0	1e3100edd849629123ef20ad40acaf84ffaee24edb4c03c88922d5524b68fc23	70.76214665605221	207008	34.0	27.0	21.85	g09_kcnq1ot1_3p_2048_chr11__pair01__baseline__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__pair01__candidate__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	1	candidate	0	complete	0	2aa4a8f69b5ef3fee74919559a83df9a19ae8962af724775d74b102942ae79ce	3.475161488982849	715560	15071.0	33.0	119.73	g09_kcnq1ot1_3p_2048_chr11__pair01__candidate__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__pair02__baseline__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	2	baseline	0	complete	0	4a076b6efe5b04caf50bc81f8f656b48ef1cbf9786486ce467a7791c55fca9ce	70.81007815792691	207032	34.0	27.0	21.8	g09_kcnq1ot1_3p_2048_chr11__pair02__baseline__0/run-complete.json
