data_freeze_id	runtime_epoch	runtime_commit	machine_id	workload_id	claim_id	preset_id	output_contract	n	median_baseline_wall_seconds	baseline_wall_q1_seconds	baseline_wall_q3_seconds	baseline_wall_min_seconds	baseline_wall_max_seconds	median_candidate_wall_seconds	candidate_wall_q1_seconds	candidate_wall_q3_seconds	candidate_wall_min_seconds	candidate_wall_max_seconds	median_paired_speedup	paired_speedup_q1	paired_speedup_q3	paired_speedup_min	paired_speedup_max	paired_speedup_bootstrap_ci_low	paired_speedup_bootstrap_ci_high	contract_clean_pairs	contract_clean_fraction	analysis_seed	bootstrap_resamples
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g03_malat1_3p_2812_chr22	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	93.72063690598588	93.68155145697528	93.75615969998762	93.64246600796469	93.79168249398936	5.379818847053684	5.379662432067562	5.380046579055488	5.3795060170814395	5.380274311057292	17.420779318120164	17.412777362184716	17.42788920234291	17.404775406249268	17.434999086565657	17.404775406249268	17.434999086565657	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g04_neat1_5p_2048_chr22	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	87.00791515596211	86.57410189049551	87.06065266951919	86.14028862502892	87.11339018307626	5.096078827045858	5.087107559025753	5.112706124025863	5.078136291005649	5.129333421005867	17.07350261031964	16.933581999793894	17.11405065190744	16.793661389268145	17.154598693495238	16.793661389268145	17.154598693495238	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g05_neat1_mid_2812_chr11	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	92.77881917590275	92.72193132742541	92.8117538204533	92.66504347894806	92.84468846500386	5.230780042940751	5.229821628483478	5.255354973953217	5.228863214026205	5.279929904965684	17.721833539339485	17.653144141635895	17.72946203579246	17.584454743932305	17.737090532245436	17.584454743932305	17.737090532245436	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g06_neat1_3p_1024_chr21	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	50.99465015693568	50.94506041548448	50.995584328484256	50.89547067403328	50.996518500032835	3.674829849973321	3.6746183169889264	3.6999182494473644	3.674406784004532	3.7250066489214078	13.877246180636925	13.770217698179135	13.87779084644799	13.663189215721342	13.878335512259055	13.663189215721342	13.878335512259055	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g07_kcnq1ot1_5p_2812_chr21	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	113.56226034509018	113.41091516206507	113.62195140303811	113.25956997903995	113.68164246098604	4.927957448991947	4.890248731477186	4.939884455990978	4.852540013962425	4.951811462990008	23.044488821290503	23.00103790981683	23.192376924045785	22.95758699834316	23.340265026801067	22.95758699834316	23.340265026801067	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g08_kcnq1ot1_mid_1024_chr22	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	51.35487241705414	51.3313997630612	51.38089550851146	51.30792710906826	51.406918599968776	3.6755219739861786	3.6750490465201437	3.6755632535205223	3.674576119054109	3.675604533054866	13.9757269282732	13.967385696146861	13.981008786597688	13.959044464020522	13.986290644922175	13.959044464020522	13.986290644922175	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g09_kcnq1ot1_3p_2048_chr11	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	70.76214665605221	70.73545414902037	70.78611240698956	70.70876164198853	70.81007815792691	3.475161488982849	3.4748931454960257	3.4813590184785426	3.4746248020092025	3.4875565479742363	20.362261402926546	20.31842319684375	20.370731333592097	20.274584990760953	20.379201264257645	20.274584990760953	20.379201264257645	0	0.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g10_h19_full_chr11	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	1	116.01255977805704	116.01255977805704	116.01255977805704	116.01255977805704	116.01255977805704	5.831575772957876	5.831575772957876	5.831575772957876	5.831575772957876	5.831575772957876	19.893861332648594	19.893861332648594	19.893861332648594	19.893861332648594	19.893861332648594	NA	NA	1	1.0	20260715	0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g11_h19_full_chr21	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	1	114.05731801898219	114.05731801898219	114.05731801898219	114.05731801898219	114.05731801898219	5.580489463056438	5.580489463056438	5.580489463056438	5.580489463056438	5.580489463056438	20.438586753734846	20.438586753734846	20.438586753734846	20.438586753734846	20.438586753734846	NA	NA	1	1.0	20260715	0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g12_h19_full_chr22	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	1	115.96162993903272	115.96162993903272	115.96162993903272	115.96162993903272	115.96162993903272	5.693665407947265	5.693665407947265	5.693665407947265	5.693665407947265	5.693665407947265	20.366779856289504	20.366779856289504	20.366779856289504	20.366779856289504	20.366779856289504	NA	NA	0	0.0	20260715	0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g13_meg3_full_chr11	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	1	70.31656244699843	70.31656244699843	70.31656244699843	70.31656244699843	70.31656244699843	4.528331688023172	4.528331688023172	4.528331688023172	4.528331688023172	4.528331688023172	15.528138681399216	15.528138681399216	15.528138681399216	15.528138681399216	15.528138681399216	NA	NA	1	1.0	20260715	0
