data_freeze_id	workload_id	claim_id	pair_id_text	row_type	top5_score_equal	top5_stability_equal	top5_nt_equal	boundary_ties_equal	full_output_byte_equal	missing_rows	extra_rows	fallbacks	overflow_fallbacks	oom	supported	guard_reason	gpu_fast_path_executed	status	artifact_path	artifact_sha256
paper-data-v1-dccfd49-20260716	c4_h19_chr22_two_slot	C4	c4_h19_chr22_two_slot__pair01__0	paired_contract	1	1	1	NA	NA	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c4_h19_chr22_two_slot__pair01__0/pair-summary.json	61f377e0640925f94ad0ee0f967c41ffff30113f416df66078b7efad1a89c2e9
paper-data-v1-dccfd49-20260716	c4_h19_chr22_two_slot	C4	c4_h19_chr22_two_slot__pair02__0	paired_contract	1	1	1	NA	NA	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c4_h19_chr22_two_slot__pair02__0/pair-summary.json	51cea86fb14af7ed8207fa73ee81b90222837d6b86db026b294f2b05915c1459
paper-data-v1-dccfd49-20260716	c4_h19_chr22_two_slot	C4	c4_h19_chr22_two_slot__pair03__0	paired_contract	1	1	1	NA	NA	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c4_h19_chr22_two_slot__pair03__0/pair-summary.json	440861c60131e4efed533989e3e12b769f304bd0a8a1e512a4865c2bca0ee35f
paper-data-v1-dccfd49-20260716	c4_h19_chr22_two_slot	C4	c4_h19_chr22_two_slot__pair04__0	paired_contract	1	1	1	NA	NA	0	1	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c4_h19_chr22_two_slot__pair04__0/pair-summary.json	35bfb58746146ba12968e1cc2cb15f8c008b99f486d2446aa1e0f3f4541f6565
paper-data-v1-dccfd49-20260716	c4_h19_chr22_two_slot	C4	c4_h19_chr22_two_slot__pair05__0	paired_contract	1	1	1	NA	NA	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c4_h19_chr22_two_slot__pair05__0/pair-summary.json	9bb694b0185d222a20361b38185061ecbb772edd2f748c517b74231a8b41eeda
paper-data-v1-dccfd49-20260716	c5_archive_h19_2mb	C5	c5_archive_h19_2mb__pair01__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c5_archive_h19_2mb__pair01__0/pair-summary.json	8898ab5aeee535a75205f6590a1dc6cd02aaa4883254cf06725118e3eac3dff6
paper-data-v1-dccfd49-20260716	c5_archive_h19_2mb	C5	c5_archive_h19_2mb__pair02__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c5_archive_h19_2mb__pair02__0/pair-summary.json	efec8acd059f0a7b6a04d8a2ee642f2f86aa1e1fc9f0531ca42256575f6389d5
paper-data-v1-dccfd49-20260716	c5_archive_h19_2mb	C5	c5_archive_h19_2mb__pair03__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c5_archive_h19_2mb__pair03__0/pair-summary.json	ad948381d958ef7e00054409506c9fafbf0bb70b077b3bf545465365db550e83
paper-data-v1-dccfd49-20260716	c5_archive_large_synthetic	C5	c5_archive_large_synthetic__pair01__0	paired_contract	NA	NA	NA	NA	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c5_archive_large_synthetic__pair01__0/pair-summary.json	e844b295814535d106772ed7b50385773b9039a6eb9333e6a99a0c9f071f42e2
paper-data-v1-dccfd49-20260716	c5_archive_large_synthetic	C5	c5_archive_large_synthetic__pair02__0	paired_contract	NA	NA	NA	NA	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c5_archive_large_synthetic__pair02__0/pair-summary.json	289c9b8fa28ccd90c62ed2c0db6c56ca9135d941afc02046cc2a684d405e48ff
paper-data-v1-dccfd49-20260716	c5_archive_large_synthetic	C5	c5_archive_large_synthetic__pair03__0	paired_contract	NA	NA	NA	NA	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c5_archive_large_synthetic__pair03__0/pair-summary.json	14754545d79e800aecbf701d59eb50850026a769ff8fd5f1ff11bb1490a77e9b
paper-data-v1-dccfd49-20260716	c6_exact_h19_2mb	C6	c6_exact_h19_2mb__pair01__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c6_exact_h19_2mb__pair01__0/pair-summary.json	d7e966a58bd2716428d6f0ee4c9b686a5b7884c1b242015baeae28476523719b
paper-data-v1-dccfd49-20260716	c6_exact_h19_2mb	C6	c6_exact_h19_2mb__pair02__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c6_exact_h19_2mb__pair02__0/pair-summary.json	b2abde094a0aa4a9a40c53d92abda446408ef5f73124a5c3a864a7d5f6085448
paper-data-v1-dccfd49-20260716	c6_exact_h19_2mb	C6	c6_exact_h19_2mb__pair03__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c6_exact_h19_2mb__pair03__0/pair-summary.json	7ef5021c6af1819602f1c389a096129ca62ba8703df87e686c26c8a2ef375618
paper-data-v1-dccfd49-20260716	c6_exact_kcnq_segment_chr22	C6	c6_exact_kcnq_segment_chr22__pair01__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c6_exact_kcnq_segment_chr22__pair01__0/pair-summary.json	b4e27151109253c814c2f4017b41906b201bd61ebbbcbd4b9413ff5d05e5fd13
paper-data-v1-dccfd49-20260716	c6_exact_kcnq_segment_chr22	C6	c6_exact_kcnq_segment_chr22__pair02__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c6_exact_kcnq_segment_chr22__pair02__0/pair-summary.json	2f2c45bea9da16a3fcb0456b18ac3f4baa592f02ee2bf593d10195b3719f195b
paper-data-v1-dccfd49-20260716	c6_exact_kcnq_segment_chr22	C6	c6_exact_kcnq_segment_chr22__pair03__0	paired_contract	1	1	1	1	1	0	0	0	0	0	NA	NA	NA	clean	phase4:pairs-v1/c6_exact_kcnq_segment_chr22__pair03__0/pair-summary.json	bb0d2a6fe4af69cdc733f2f429061dddcfb0a6036eb42e9701f9da56042ffd17
paper-data-v1-dccfd49-20260716	c7_kcnq_max8_chr22	C7	c7_kcnq_max8_chr22__pair01__0	paired_contract	1	1	1	NA	1	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c7_kcnq_max8_chr22__pair01__0/pair-summary.json	fc443678256aff82f778a075e37f4520becfdbff7e72001cff5a9d168b581b20
paper-data-v1-dccfd49-20260716	c7_kcnq_max8_chr22	C7	c7_kcnq_max8_chr22__pair02__0	paired_contract	1	1	1	NA	1	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c7_kcnq_max8_chr22__pair02__0/pair-summary.json	a867f4cbdbdf2a3bb90bc12140a449e12caa61886ca7567c86d761d3eb903e20
paper-data-v1-dccfd49-20260716	c7_kcnq_max8_chr22	C7	c7_kcnq_max8_chr22__pair03__0	paired_contract	1	1	1	NA	1	0	0	0	0	0	NA	NA	NA	clean	phase2:pairs-v3/c7_kcnq_max8_chr22__pair03__0/pair-summary.json	65524c2aa4e3f291217260e3f0305a02a09209a18530341e87290991a7099d0b
paper-data-v1-dccfd49-20260716	g01_malat1_5p_1024_chr11	C2	g01_malat1_5p_1024_chr11__pair01__0	paired_contract	1	1	1	1	NA	44	43	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g01_malat1_5p_1024_chr11__pair01__0/pair-summary.json	f763047cd339a640c1d97db8c441343aa48ed679e414d8c4b62a67f2ed403bcf
paper-data-v1-dccfd49-20260716	g01_malat1_5p_1024_chr11	C2	g01_malat1_5p_1024_chr11__pair02__0	paired_contract	1	1	1	1	NA	44	43	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g01_malat1_5p_1024_chr11__pair02__0/pair-summary.json	2816c3c3e25e903612bc52ce195c6d6a8ca63e26100b62c11f2abf1d13c4923e
paper-data-v1-dccfd49-20260716	g01_malat1_5p_1024_chr11	C2	g01_malat1_5p_1024_chr11__pair03__0	paired_contract	1	1	1	1	NA	44	43	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g01_malat1_5p_1024_chr11__pair03__0/pair-summary.json	6dfb0fc793ddefe360c92e082403337d7b084234dc8909b0c13d694a5729f6cd
paper-data-v1-dccfd49-20260716	g02_malat1_mid_2048_chr21	C2	g02_malat1_mid_2048_chr21__pair01__0	paired_contract	1	0	1	1	NA	18	18	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g02_malat1_mid_2048_chr21__pair01__0/pair-summary.json	d14506b29461f97dfc9e7e3a02c2555485f87d5a029d0d2089d5223d42ee5f2f
paper-data-v1-dccfd49-20260716	g02_malat1_mid_2048_chr21	C2	g02_malat1_mid_2048_chr21__pair02__0	paired_contract	1	0	1	1	NA	18	18	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g02_malat1_mid_2048_chr21__pair02__0/pair-summary.json	4ce8a57fded1d2f7087310eded570e5eb9f6a395ffbc02da34b036e6a4584a7c
paper-data-v1-dccfd49-20260716	g02_malat1_mid_2048_chr21	C2	g02_malat1_mid_2048_chr21__pair03__0	paired_contract	1	0	1	1	NA	18	18	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g02_malat1_mid_2048_chr21__pair03__0/pair-summary.json	9a8872cdaa40ebade07430932940a0d8418177de30aa378e34811c316bb693e3
paper-data-v1-dccfd49-20260716	g03_malat1_3p_2812_chr22	C2	g03_malat1_3p_2812_chr22__pair01__0	paired_contract	1	1	1	1	NA	38	46	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g03_malat1_3p_2812_chr22__pair01__0/pair-summary.json	567ed9529dd041d2573ee72c8b517da8e268b5a8ba4d55566c9e45ce08d2418b
paper-data-v1-dccfd49-20260716	g03_malat1_3p_2812_chr22	C2	g03_malat1_3p_2812_chr22__pair02__0	paired_contract	1	1	1	1	NA	38	46	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g03_malat1_3p_2812_chr22__pair02__0/pair-summary.json	2aaf827869725ac3bde9cbba1a7931c44706a9b7ea410542d896cab84328ce89
paper-data-v1-dccfd49-20260716	g03_malat1_3p_2812_chr22	C2	g03_malat1_3p_2812_chr22__pair03__0	paired_contract	1	1	1	1	NA	38	46	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g03_malat1_3p_2812_chr22__pair03__0/pair-summary.json	0b8b9a89c0f0fbb144b2897b84932bf67d15db878e47498fd283a126af8fe737
paper-data-v1-dccfd49-20260716	g04_neat1_5p_2048_chr22	C2	g04_neat1_5p_2048_chr22__pair01__0	paired_contract	1	1	1	1	NA	41	47	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g04_neat1_5p_2048_chr22__pair01__0/pair-summary.json	0c0c42ab8785ce46e091655c00fed04dfb8fcb23793613110c94040072f1fed1
paper-data-v1-dccfd49-20260716	g04_neat1_5p_2048_chr22	C2	g04_neat1_5p_2048_chr22__pair02__0	paired_contract	1	1	1	1	NA	41	47	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g04_neat1_5p_2048_chr22__pair02__0/pair-summary.json	7349ee057ab5fa3564fc6f597f302e6da53bad0346811be33d489bf23788e4b6
paper-data-v1-dccfd49-20260716	g04_neat1_5p_2048_chr22	C2	g04_neat1_5p_2048_chr22__pair03__0	paired_contract	1	1	1	1	NA	41	47	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g04_neat1_5p_2048_chr22__pair03__0/pair-summary.json	31fa67d19e8acddcd48ac2a43513957ae5f19bfa24d76765b25614f8b9c437ab
paper-data-v1-dccfd49-20260716	g05_neat1_mid_2812_chr11	C2	g05_neat1_mid_2812_chr11__pair01__0	paired_contract	1	1	1	1	NA	151	165	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g05_neat1_mid_2812_chr11__pair01__0/pair-summary.json	4490923b37c919b8e5bd75ce223f400dd3d259a31cc9b15747b2d67eba35dbd6
paper-data-v1-dccfd49-20260716	g05_neat1_mid_2812_chr11	C2	g05_neat1_mid_2812_chr11__pair02__0	paired_contract	1	1	1	1	NA	151	166	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g05_neat1_mid_2812_chr11__pair02__0/pair-summary.json	5542d163cc4b8e44265c6798a08f5c2f62e7b5969a72fe47a61398a8d7300be5
paper-data-v1-dccfd49-20260716	g05_neat1_mid_2812_chr11	C2	g05_neat1_mid_2812_chr11__pair03__0	paired_contract	1	1	1	1	NA	151	165	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g05_neat1_mid_2812_chr11__pair03__0/pair-summary.json	3d5461e2dd857f211d93bb49748f07413ad9d66bebb859a1b7ae573debaa56a6
paper-data-v1-dccfd49-20260716	g06_neat1_3p_1024_chr21	C2	g06_neat1_3p_1024_chr21__pair01__0	paired_contract	1	1	1	1	NA	1	4	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g06_neat1_3p_1024_chr21__pair01__0/pair-summary.json	460f1265a4e312ee9cfa3cf941861a1b45f39fd353f162814c9986a730620bde
paper-data-v1-dccfd49-20260716	g06_neat1_3p_1024_chr21	C2	g06_neat1_3p_1024_chr21__pair02__0	paired_contract	1	1	1	1	NA	1	4	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g06_neat1_3p_1024_chr21__pair02__0/pair-summary.json	930caa51ee0fdc3831223496812d24bc28c6b0bc7737d8d894681e86f91817bc
paper-data-v1-dccfd49-20260716	g06_neat1_3p_1024_chr21	C2	g06_neat1_3p_1024_chr21__pair03__0	paired_contract	1	1	1	1	NA	1	4	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g06_neat1_3p_1024_chr21__pair03__0/pair-summary.json	2564a272cfd7a14470498070ae6edc2955525b30eab2646ef94afd2ce9c3e884
paper-data-v1-dccfd49-20260716	g07_kcnq1ot1_5p_2812_chr21	C2	g07_kcnq1ot1_5p_2812_chr21__pair01__0	paired_contract	1	1	1	1	NA	9	9	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g07_kcnq1ot1_5p_2812_chr21__pair01__0/pair-summary.json	529acf388c879ae037958e1fda938aa7aaaf586c6ccb147952b3cadfd65cc740
paper-data-v1-dccfd49-20260716	g07_kcnq1ot1_5p_2812_chr21	C2	g07_kcnq1ot1_5p_2812_chr21__pair02__0	paired_contract	1	1	1	1	NA	9	9	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g07_kcnq1ot1_5p_2812_chr21__pair02__0/pair-summary.json	a33515010a6074845e63f5e3297f1f7ac7dd7e7c9574756ac2e90414a3f7a64a
paper-data-v1-dccfd49-20260716	g07_kcnq1ot1_5p_2812_chr21	C2	g07_kcnq1ot1_5p_2812_chr21__pair03__0	paired_contract	1	1	1	1	NA	9	9	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g07_kcnq1ot1_5p_2812_chr21__pair03__0/pair-summary.json	9146065b9f73dd7f877271372c922b9c40d1a7e47f22ebfd54df2bb77271856d
paper-data-v1-dccfd49-20260716	g08_kcnq1ot1_mid_1024_chr22	C2	g08_kcnq1ot1_mid_1024_chr22__pair01__0	paired_contract	1	1	1	1	NA	27	20	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g08_kcnq1ot1_mid_1024_chr22__pair01__0/pair-summary.json	94cc22b86e49131e834c71c25ab831ed470272ade7d7982c680fd268a966021a
paper-data-v1-dccfd49-20260716	g08_kcnq1ot1_mid_1024_chr22	C2	g08_kcnq1ot1_mid_1024_chr22__pair02__0	paired_contract	1	1	1	1	NA	27	20	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g08_kcnq1ot1_mid_1024_chr22__pair02__0/pair-summary.json	8b0b72236985a624e4227c7efbaeee07a390dee58bc2ddf8cbbd85f66099d33b
paper-data-v1-dccfd49-20260716	g08_kcnq1ot1_mid_1024_chr22	C2	g08_kcnq1ot1_mid_1024_chr22__pair03__0	paired_contract	1	1	1	1	NA	27	20	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g08_kcnq1ot1_mid_1024_chr22__pair03__0/pair-summary.json	d057b509d66a9f00eec2bbe709e25628d7e3943b020cda3b3eeb80fff76ec130
paper-data-v1-dccfd49-20260716	g09_kcnq1ot1_3p_2048_chr11	C2	g09_kcnq1ot1_3p_2048_chr11__pair01__0	paired_contract	1	1	0	1	NA	43	51	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g09_kcnq1ot1_3p_2048_chr11__pair01__0/pair-summary.json	71b57e06ca4273b3025d5ca36d9f56296932ff940e0df2a6df95c75bb113ae04
paper-data-v1-dccfd49-20260716	g09_kcnq1ot1_3p_2048_chr11	C2	g09_kcnq1ot1_3p_2048_chr11__pair02__0	paired_contract	1	1	0	1	NA	43	51	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g09_kcnq1ot1_3p_2048_chr11__pair02__0/pair-summary.json	cd9d8cde4d9e450cb1fd612f3dae4fab0b70eae6e3fc0e7001f816340c06593f
paper-data-v1-dccfd49-20260716	g09_kcnq1ot1_3p_2048_chr11	C2	g09_kcnq1ot1_3p_2048_chr11__pair03__0	paired_contract	1	1	0	1	NA	43	51	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g09_kcnq1ot1_3p_2048_chr11__pair03__0/pair-summary.json	65d58f7c2526716a13503d55d08b963bc258d9f6554ab6502c99a5a87adc12fd
paper-data-v1-dccfd49-20260716	g10_h19_full_chr11	C2	g10_h19_full_chr11__pair01__0	paired_contract	1	1	1	1	NA	238	268	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g10_h19_full_chr11__pair01__0/pair-summary.json	e23d664215aef60553159a53d0802913c16f771560e2f9f22f6604a77d77d9ca
paper-data-v1-dccfd49-20260716	g11_h19_full_chr21	C2	g11_h19_full_chr21__pair01__0	paired_contract	1	1	1	1	NA	106	106	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g11_h19_full_chr21__pair01__0/pair-summary.json	d5b378f295d410b113997b5eef0964e5260b88f262bb2f9198b26988b0578c43
paper-data-v1-dccfd49-20260716	g12_h19_full_chr22	C2	g12_h19_full_chr22__pair01__0	paired_contract	1	0	1	1	NA	217	235	0	0	0	NA	NA	NA	mismatch	phase3:pairs-v1/g12_h19_full_chr22__pair01__0/pair-summary.json	c0a8337ba8b11aeff3daaa8e2074ddf8a955039f516eab8e45dbc6a7f3ba674a
paper-data-v1-dccfd49-20260716	g13_meg3_full_chr11	C2	g13_meg3_full_chr11__pair01__0	paired_contract	1	1	1	1	NA	75	64	0	0	0	NA	NA	NA	clean	phase3:pairs-v1/g13_meg3_full_chr11__pair01__0/pair-summary.json	77287cb5628ec63f36604a773d4d8cd035d680ce6048bc2006babfe4e0eadd74
paper-data-v1-dccfd49-20260716	n01_malat1_full_guard	C3	n01_malat1_full_guard__pair00__preflight__0	preflight_guard	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	query_length_contract	0	guarded	phase3:n01_malat1_full_guard__pair00__preflight__0/run-complete.json	c8746df5fe01d1e90491a4d567ab0e91ae36a873771e00237e00a1aad451f817
paper-data-v1-dccfd49-20260716	n02_neat1_full_guard	C3	n02_neat1_full_guard__pair00__preflight__0	preflight_guard	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	query_length_contract	0	guarded	phase3:n02_neat1_full_guard__pair00__preflight__0/run-complete.json	000fe39f2bdb86c8928954f2ddc2580f813c72b92ab56bb5d94f9ed4747a25a4
paper-data-v1-dccfd49-20260716	n03_kcnq1ot1_full_guard	C3	n03_kcnq1ot1_full_guard__pair00__preflight__0	preflight_guard	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	query_length_contract	0	guarded	phase3:n03_kcnq1ot1_full_guard__pair00__preflight__0/run-complete.json	46925ea2f4087a29cecd1f1629d4a244039d0aa86e342a40497652c7be785501
