data_freeze_id	record_id	record_type	workload_id	status	excluded_from	exclusion_reason	rerun_or_replacement	evidence_path	artifact_sha256	source_phase
paper-data-v1-dccfd49-20260716	g02_malat1_mid_2048_chr21__warmup__candidate__0	run	g02_malat1_mid_2048_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g02_malat1_mid_2048_chr21__warmup__candidate__0/run-complete.json	7f58e765fad5d6c719ca9832ea55c6cb3cc30e852139f80c40576c3fbd3dbef1	phase3
paper-data-v1-dccfd49-20260716	g03_malat1_3p_2812_chr22__warmup__baseline__0	run	g03_malat1_3p_2812_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g03_malat1_3p_2812_chr22__warmup__baseline__0/run-complete.json	9497d9fea59683218bdf47230662603e8cae467f1fba544d237950f5977b8a09	phase3
paper-data-v1-dccfd49-20260716	g03_malat1_3p_2812_chr22__warmup__candidate__0	run	g03_malat1_3p_2812_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g03_malat1_3p_2812_chr22__warmup__candidate__0/run-complete.json	e21622f53bfd5937267e4894bb01d1cffc1c9f5549d9934b9a0e3a74eee6f41a	phase3
paper-data-v1-dccfd49-20260716	g04_neat1_5p_2048_chr22__warmup__baseline__0	run	g04_neat1_5p_2048_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g04_neat1_5p_2048_chr22__warmup__baseline__0/run-complete.json	9d004f37930f6c87a1855351c0cb9a2599f0d900012dfdb16ce2b15bf45b80b6	phase3
paper-data-v1-dccfd49-20260716	g04_neat1_5p_2048_chr22__warmup__candidate__0	run	g04_neat1_5p_2048_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g04_neat1_5p_2048_chr22__warmup__candidate__0/run-complete.json	a23d75f7dfa2752611449ee99464038a7bedd06f43bd7b492104156c6f23b4c5	phase3
paper-data-v1-dccfd49-20260716	g05_neat1_mid_2812_chr11__warmup__baseline__0	run	g05_neat1_mid_2812_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g05_neat1_mid_2812_chr11__warmup__baseline__0/run-complete.json	ca1730b5c07bc52da46c1144fa7693c2cf811b06ae502f02751b59561137ae78	phase3
paper-data-v1-dccfd49-20260716	g05_neat1_mid_2812_chr11__warmup__candidate__0	run	g05_neat1_mid_2812_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g05_neat1_mid_2812_chr11__warmup__candidate__0/run-complete.json	1f48694c47583672cf10af5a7c0564e781481d3512bdcec6bbfbac0a0f063f32	phase3
paper-data-v1-dccfd49-20260716	g06_neat1_3p_1024_chr21__warmup__baseline__0	run	g06_neat1_3p_1024_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g06_neat1_3p_1024_chr21__warmup__baseline__0/run-complete.json	d16612194bc428bdb3d76ddc81d9533dbf6f8fdb8e88c3a8a4edbdf863f08eac	phase3
paper-data-v1-dccfd49-20260716	g06_neat1_3p_1024_chr21__warmup__candidate__0	run	g06_neat1_3p_1024_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g06_neat1_3p_1024_chr21__warmup__candidate__0/run-complete.json	95ffcba1cb6c6eb3656a6a6e03d7fa1e5259ce757b7dee6f9164b7c175355da7	phase3
paper-data-v1-dccfd49-20260716	g07_kcnq1ot1_5p_2812_chr21__warmup__baseline__0	run	g07_kcnq1ot1_5p_2812_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g07_kcnq1ot1_5p_2812_chr21__warmup__baseline__0/run-complete.json	b06fdf030c89faedbf8270b8324ec1ffa8f69f46477846ef6b4da194a7b73a97	phase3
paper-data-v1-dccfd49-20260716	g07_kcnq1ot1_5p_2812_chr21__warmup__candidate__0	run	g07_kcnq1ot1_5p_2812_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g07_kcnq1ot1_5p_2812_chr21__warmup__candidate__0/run-complete.json	f3d91ec1b902bdbd1b7f79ddb747f17c79e3b764ab36243e01c48ceeb529e64a	phase3
paper-data-v1-dccfd49-20260716	g08_kcnq1ot1_mid_1024_chr22__warmup__baseline__0	run	g08_kcnq1ot1_mid_1024_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g08_kcnq1ot1_mid_1024_chr22__warmup__baseline__0/run-complete.json	e60b9a7a37043ad1f53b42b180e92884e6fe40d0fc27d9a7aede1bd444072a6d	phase3
paper-data-v1-dccfd49-20260716	g08_kcnq1ot1_mid_1024_chr22__warmup__candidate__0	run	g08_kcnq1ot1_mid_1024_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g08_kcnq1ot1_mid_1024_chr22__warmup__candidate__0/run-complete.json	9b560f645b4e6c1357ef7d53ecf966396906be17da50f384930a416825e92653	phase3
paper-data-v1-dccfd49-20260716	g09_kcnq1ot1_3p_2048_chr11__warmup__baseline__0	run	g09_kcnq1ot1_3p_2048_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g09_kcnq1ot1_3p_2048_chr11__warmup__baseline__0/run-complete.json	ed1ef1a470f691ae5d4a2dcf687f3322bb5b83cda9d92d70550a287ea0af1c98	phase3
paper-data-v1-dccfd49-20260716	g09_kcnq1ot1_3p_2048_chr11__warmup__candidate__0	run	g09_kcnq1ot1_3p_2048_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g09_kcnq1ot1_3p_2048_chr11__warmup__candidate__0/run-complete.json	71b203ecba9b19d1001a3538d8b93ffd173e80664cab9d1c711ac546971dc8ef	phase3
paper-data-v1-dccfd49-20260716	g10_h19_full_chr11__warmup__baseline__0	run	g10_h19_full_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g10_h19_full_chr11__warmup__baseline__0/run-complete.json	5c7ffdba32d6bad4bd1d23fb5348679743af12690337fa0fd4da0610b94613bf	phase3
paper-data-v1-dccfd49-20260716	g10_h19_full_chr11__warmup__candidate__0	run	g10_h19_full_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g10_h19_full_chr11__warmup__candidate__0/run-complete.json	2a257e62c5ca365691dc8c887eba7324358ce527e404b34bf0c5a5622d82ab26	phase3
paper-data-v1-dccfd49-20260716	g11_h19_full_chr21__warmup__baseline__0	run	g11_h19_full_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g11_h19_full_chr21__warmup__baseline__0/run-complete.json	c456c138ef622b8e21cd1d16cbd96ddecd81809cdf139b2c2c3b70befc6676bd	phase3
paper-data-v1-dccfd49-20260716	g11_h19_full_chr21__warmup__candidate__0	run	g11_h19_full_chr21	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g11_h19_full_chr21__warmup__candidate__0/run-complete.json	445654b2e1179485d7ec62ee639ee17ab609fc4ce2d133f86cbcf1dc34ae1106	phase3
paper-data-v1-dccfd49-20260716	g12_h19_full_chr22__warmup__baseline__0	run	g12_h19_full_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g12_h19_full_chr22__warmup__baseline__0/run-complete.json	283537b06c93fddf30eff0118fb05f6fb2e8f3c5fb4fdddbbb1e73ea6a6293bb	phase3
paper-data-v1-dccfd49-20260716	g12_h19_full_chr22__warmup__candidate__0	run	g12_h19_full_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g12_h19_full_chr22__warmup__candidate__0/run-complete.json	0632002df2db309d16637e3d421344e1f4255351500c727faaf3197193d0728b	phase3
paper-data-v1-dccfd49-20260716	g13_meg3_full_chr11__warmup__baseline__0	run	g13_meg3_full_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g13_meg3_full_chr11__warmup__baseline__0/run-complete.json	5a16e01de22846b1049a17e58c26edd380913a9d1eaebff3e99c86ef5306d1e2	phase3
paper-data-v1-dccfd49-20260716	g13_meg3_full_chr11__warmup__candidate__0	run	g13_meg3_full_chr11	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase3:g13_meg3_full_chr11__warmup__candidate__0/run-complete.json	4d9abbc372b0291f9e97268e73d65b08a8664f64d706295b726dca21b397ebd1	phase3
paper-data-v1-dccfd49-20260716	n01_malat1_full_guard__pair00__preflight__0	run	n01_malat1_full_guard	guarded	paired_performance_statistics	preflight_guard_not_performance	not_applicable	phase3:n01_malat1_full_guard__pair00__preflight__0/run-complete.json	c8746df5fe01d1e90491a4d567ab0e91ae36a873771e00237e00a1aad451f817	phase3
paper-data-v1-dccfd49-20260716	n02_neat1_full_guard__pair00__preflight__0	run	n02_neat1_full_guard	guarded	paired_performance_statistics	preflight_guard_not_performance	not_applicable	phase3:n02_neat1_full_guard__pair00__preflight__0/run-complete.json	000fe39f2bdb86c8928954f2ddc2580f813c72b92ab56bb5d94f9ed4747a25a4	phase3
paper-data-v1-dccfd49-20260716	n03_kcnq1ot1_full_guard__pair00__preflight__0	run	n03_kcnq1ot1_full_guard	guarded	paired_performance_statistics	preflight_guard_not_performance	not_applicable	phase3:n03_kcnq1ot1_full_guard__pair00__preflight__0/run-complete.json	46925ea2f4087a29cecd1f1629d4a244039d0aa86e342a40497652c7be785501	phase3
paper-data-v1-dccfd49-20260716	c5_archive_h19_2mb__warmup__baseline__0	run	c5_archive_h19_2mb	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c5_archive_h19_2mb__warmup__baseline__0/run-complete.json	dbdf50f97b37f5c2a36e4be62f2815abd45a2bd742bd2059a0bfe45b30a4ede2	phase4
paper-data-v1-dccfd49-20260716	c5_archive_h19_2mb__warmup__candidate__0	run	c5_archive_h19_2mb	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c5_archive_h19_2mb__warmup__candidate__0/run-complete.json	da0cde174b7006cba2edd526218c5af163ac17aa701da5572b4c0f959327f7f4	phase4
paper-data-v1-dccfd49-20260716	c5_archive_large_synthetic__warmup__baseline__0	run	c5_archive_large_synthetic	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c5_archive_large_synthetic__warmup__baseline__0/run-complete.json	0428b10a975f652bb2074497f7c99119a2edde17d32bf43a0ebd10864a24d51a	phase4
paper-data-v1-dccfd49-20260716	c5_archive_large_synthetic__warmup__candidate__0	run	c5_archive_large_synthetic	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c5_archive_large_synthetic__warmup__candidate__0/run-complete.json	342aea459c549b000ab63b020491a65f3c419509ebad2ff2b433f13dbbf4a1cb	phase4
paper-data-v1-dccfd49-20260716	c6_exact_h19_2mb__warmup__baseline__0	run	c6_exact_h19_2mb	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c6_exact_h19_2mb__warmup__baseline__0/run-complete.json	1d34b21ea1089ba5db257579a707ea3c0ba48c6d8681ff1a2c09b4ec134c9495	phase4
paper-data-v1-dccfd49-20260716	c6_exact_h19_2mb__warmup__candidate__0	run	c6_exact_h19_2mb	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c6_exact_h19_2mb__warmup__candidate__0/run-complete.json	463f4a7ddc3008c5c0b8e0a05a83dd4f43a5a5b6bf91b2d03a850ce041cf5e54	phase4
paper-data-v1-dccfd49-20260716	c6_exact_kcnq_segment_chr22__warmup__baseline__0	run	c6_exact_kcnq_segment_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c6_exact_kcnq_segment_chr22__warmup__baseline__0/run-complete.json	144ec5694f2074a8342082dade3214f01e9f0b254deeac5114cfc1e78380a333	phase4
paper-data-v1-dccfd49-20260716	c6_exact_kcnq_segment_chr22__warmup__candidate__0	run	c6_exact_kcnq_segment_chr22	warmup	paired_performance_statistics	protocol_warmup	not_applicable	phase4:c6_exact_kcnq_segment_chr22__warmup__candidate__0/run-complete.json	28e55ec40931032286fec75f76432c5af0c525f284fc1bc5878cb4b53384aedc	phase4
paper-data-v1-dccfd49-20260716	c4_h19_chr21_two_slot__pair01__0	derived_pair_or_failure	c4_h19_chr21_two_slot	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs/c4_h19_chr21_two_slot__pair01__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c4_h19_chr21_two_slot__pair02__0	derived_pair_or_failure	c4_h19_chr21_two_slot	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs/c4_h19_chr21_two_slot__pair02__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c4_h19_chr21_two_slot__pair03__0	derived_pair_or_failure	c4_h19_chr21_two_slot	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs/c4_h19_chr21_two_slot__pair03__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c4_h19_chr21_two_slot__pair04__0	derived_pair_or_failure	c4_h19_chr21_two_slot	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs/c4_h19_chr21_two_slot__pair04__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c4_h19_chr21_two_slot__pair05__0	derived_pair_or_failure	c4_h19_chr21_two_slot	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs/c4_h19_chr21_two_slot__pair05__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c1_h19_chr21_chr22_fast_topk__pair01__0	derived_pair_or_failure	c1_h19_chr21_chr22_fast_topk	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs-v2/c1_h19_chr21_chr22_fast_topk__pair01__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c1_h19_chr21_chr22_fast_topk__pair02__0	derived_pair_or_failure	c1_h19_chr21_chr22_fast_topk	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs-v2/c1_h19_chr21_chr22_fast_topk__pair02__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c1_h19_chr21_chr22_fast_topk__pair03__0	derived_pair_or_failure	c1_h19_chr21_chr22_fast_topk	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs-v2/c1_h19_chr21_chr22_fast_topk__pair03__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c1_h19_chr21_chr22_fast_topk__pair04__0	derived_pair_or_failure	c1_h19_chr21_chr22_fast_topk	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs-v2/c1_h19_chr21_chr22_fast_topk__pair04__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c1_h19_chr21_chr22_fast_topk__pair05__0	derived_pair_or_failure	c1_h19_chr21_chr22_fast_topk	mismatch	authoritative_pair_table	superseded_derived_pair	authoritative_later_comparator_receipt	phase2:pairs-v2/c1_h19_chr21_chr22_fast_topk__pair05__0	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
paper-data-v1-dccfd49-20260716	c7_kcnq_max8_chr22__pair01__0	derived_pair_or_failure	c7_kcnq_max8_chr22	technical_failure	authoritative_pair_table	pair_comparator_failure	technical_failure_retained	phase2:pairs-v2/c7_kcnq_max8_chr22__pair01__0.failed.1784110090182481479	d6d4bd7b6ffa98f4ae510694816b4d4c906274f92a9121b6dab7adacdec05ce4	phase2
