data_freeze_id	runtime_epoch	runtime_commit	machine_id	workload_id	claim_id	role	query_id	query_length_nt	target_id	pair_id	pair_id_text	pair_order	preset_id	output_contract	baseline_wall_seconds	candidate_wall_seconds	paired_speedup	status	decision	excluded	exclusion_reason	artifact_path	artifact_sha256	source_phase
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr22_two_slot	C4	core	H19	2812	chr22_full	1	c4_h19_chr22_two_slot__pair01__0	BA	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	62.440244734985754	53.91659662302118	1.1580895057520224	clean	two_slot_contract_clean	0	NA	phase2:pairs-v3/c4_h19_chr22_two_slot__pair01__0/pair-summary.json	61f377e0640925f94ad0ee0f967c41ffff30113f416df66078b7efad1a89c2e9	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr22_two_slot	C4	core	H19	2812	chr22_full	2	c4_h19_chr22_two_slot__pair02__0	AB	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	62.37465593300294	54.18205926497467	1.1512049704121208	clean	two_slot_contract_clean	0	NA	phase2:pairs-v3/c4_h19_chr22_two_slot__pair02__0/pair-summary.json	51cea86fb14af7ed8207fa73ee81b90222837d6b86db026b294f2b05915c1459	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr22_two_slot	C4	core	H19	2812	chr22_full	3	c4_h19_chr22_two_slot__pair03__0	BA	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	62.1861274309922	54.17090582102537	1.1479617423501876	clean	two_slot_contract_clean	0	NA	phase2:pairs-v3/c4_h19_chr22_two_slot__pair03__0/pair-summary.json	440861c60131e4efed533989e3e12b769f304bd0a8a1e512a4865c2bca0ee35f	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr22_two_slot	C4	core	H19	2812	chr22_full	4	c4_h19_chr22_two_slot__pair04__0	AB	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	62.34077559702564	53.91675185901113	1.1562413062278454	clean	two_slot_contract_clean	0	NA	phase2:pairs-v3/c4_h19_chr22_two_slot__pair04__0/pair-summary.json	35bfb58746146ba12968e1cc2cb15f8c008b99f486d2446aa1e0f3f4541f6565	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr22_two_slot	C4	core	H19	2812	chr22_full	5	c4_h19_chr22_two_slot__pair05__0	BA	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	62.194277058006264	54.19760093593504	1.1475466807382082	clean	two_slot_contract_clean	0	NA	phase2:pairs-v3/c4_h19_chr22_two_slot__pair05__0/pair-summary.json	9bb694b0185d222a20361b38185061ecbb772edd2f748c517b74231a8b41eeda	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c7_kcnq_max8_chr22	C7	core	KCNQ1OT1	91667	chr22_full	1	c7_kcnq_max8_chr22__pair01__0	AB	segmented_max8_dual_grid_v1	shifted_grid_bounded_full_rows	1021.7175259849755	938.7240942339413	1.0884108890576225	clean	paired_integrated_contract_clean	0	NA	phase2:pairs-v3/c7_kcnq_max8_chr22__pair01__0/pair-summary.json	fc443678256aff82f778a075e37f4520becfdbff7e72001cff5a9d168b581b20	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c7_kcnq_max8_chr22	C7	core	KCNQ1OT1	91667	chr22_full	2	c7_kcnq_max8_chr22__pair02__0	BA	segmented_max8_dual_grid_v1	shifted_grid_bounded_full_rows	1024.4919464180712	944.0446890940657	1.0852155181352752	clean	paired_integrated_contract_clean	0	NA	phase2:pairs-v3/c7_kcnq_max8_chr22__pair02__0/pair-summary.json	a867f4cbdbdf2a3bb90bc12140a449e12caa61886ca7567c86d761d3eb903e20	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c7_kcnq_max8_chr22	C7	core	KCNQ1OT1	91667	chr22_full	3	c7_kcnq_max8_chr22__pair03__0	AB	segmented_max8_dual_grid_v1	shifted_grid_bounded_full_rows	1020.6069976999424	938.6018358079018	1.0873694880656766	clean	paired_integrated_contract_clean	0	NA	phase2:pairs-v3/c7_kcnq_max8_chr22__pair03__0/pair-summary.json	65524c2aa4e3f291217260e3f0305a02a09209a18530341e87290991a7099d0b	phase2
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g01_malat1_5p_1024_chr11	C2	generalization_core	MALAT1	1024	chr11_center_2mb	1	g01_malat1_5p_1024_chr11__pair01__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	50.296931123011746	4.225235744030215	11.903934873711053	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g01_malat1_5p_1024_chr11__pair01__0/pair-summary.json	f763047cd339a640c1d97db8c441343aa48ed679e414d8c4b62a67f2ed403bcf	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g01_malat1_5p_1024_chr11	C2	generalization_core	MALAT1	1024	chr11_center_2mb	2	g01_malat1_5p_1024_chr11__pair02__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	50.344283245969564	4.220571969985031	11.928308201826049	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g01_malat1_5p_1024_chr11__pair02__0/pair-summary.json	2816c3c3e25e903612bc52ce195c6d6a8ca63e26100b62c11f2abf1d13c4923e	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g01_malat1_5p_1024_chr11	C2	generalization_core	MALAT1	1024	chr11_center_2mb	3	g01_malat1_5p_1024_chr11__pair03__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	50.39797531394288	4.2264431529911235	11.92444177991023	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g01_malat1_5p_1024_chr11__pair03__0/pair-summary.json	6dfb0fc793ddefe360c92e082403337d7b084234dc8909b0c13d694a5729f6cd	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g02_malat1_mid_2048_chr21	C2	generalization_core	MALAT1	2048	chr21_center_2mb	1	g02_malat1_mid_2048_chr21__pair01__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	79.21182026690803	4.878783490974456	16.23597776237592	mismatch	generalization_clustered_contract_mismatch	0	NA	phase3:pairs-v1/g02_malat1_mid_2048_chr21__pair01__0/pair-summary.json	d14506b29461f97dfc9e7e3a02c2555485f87d5a029d0d2089d5223d42ee5f2f	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g02_malat1_mid_2048_chr21	C2	generalization_core	MALAT1	2048	chr21_center_2mb	2	g02_malat1_mid_2048_chr21__pair02__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	79.22012775903568	4.885163879953325	16.216472917955127	mismatch	generalization_clustered_contract_mismatch	0	NA	phase3:pairs-v1/g02_malat1_mid_2048_chr21__pair02__0/pair-summary.json	4ce8a57fded1d2f7087310eded570e5eb9f6a395ffbc02da34b036e6a4584a7c	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g02_malat1_mid_2048_chr21	C2	generalization_core	MALAT1	2048	chr21_center_2mb	3	g02_malat1_mid_2048_chr21__pair03__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	79.21645827800967	4.8783545850310475	16.238355965571024	mismatch	generalization_clustered_contract_mismatch	0	NA	phase3:pairs-v1/g02_malat1_mid_2048_chr21__pair03__0/pair-summary.json	9a8872cdaa40ebade07430932940a0d8418177de30aa378e34811c316bb693e3	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g03_malat1_3p_2812_chr22	C2	generalization_core	MALAT1	2812	chr22_center_2mb	1	g03_malat1_3p_2812_chr22__pair01__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	93.79168249398936	5.3795060170814395	17.434999086565657	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g03_malat1_3p_2812_chr22__pair01__0/pair-summary.json	567ed9529dd041d2573ee72c8b517da8e268b5a8ba4d55566c9e45ce08d2418b	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g03_malat1_3p_2812_chr22	C2	generalization_core	MALAT1	2812	chr22_center_2mb	2	g03_malat1_3p_2812_chr22__pair02__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	93.64246600796469	5.380274311057292	17.404775406249268	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g03_malat1_3p_2812_chr22__pair02__0/pair-summary.json	2aaf827869725ac3bde9cbba1a7931c44706a9b7ea410542d896cab84328ce89	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g03_malat1_3p_2812_chr22	C2	generalization_core	MALAT1	2812	chr22_center_2mb	3	g03_malat1_3p_2812_chr22__pair03__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	93.72063690598588	5.379818847053684	17.420779318120164	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g03_malat1_3p_2812_chr22__pair03__0/pair-summary.json	0b8b9a89c0f0fbb144b2897b84932bf67d15db878e47498fd283a126af8fe737	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g04_neat1_5p_2048_chr22	C2	generalization_core	NEAT1	2048	chr22_center_2mb	1	g04_neat1_5p_2048_chr22__pair01__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	87.00791515596211	5.096078827045858	17.07350261031964	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g04_neat1_5p_2048_chr22__pair01__0/pair-summary.json	0c0c42ab8785ce46e091655c00fed04dfb8fcb23793613110c94040072f1fed1	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g04_neat1_5p_2048_chr22	C2	generalization_core	NEAT1	2048	chr22_center_2mb	2	g04_neat1_5p_2048_chr22__pair02__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	86.14028862502892	5.129333421005867	16.793661389268145	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g04_neat1_5p_2048_chr22__pair02__0/pair-summary.json	7349ee057ab5fa3564fc6f597f302e6da53bad0346811be33d489bf23788e4b6	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g04_neat1_5p_2048_chr22	C2	generalization_core	NEAT1	2048	chr22_center_2mb	3	g04_neat1_5p_2048_chr22__pair03__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	87.11339018307626	5.078136291005649	17.154598693495238	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g04_neat1_5p_2048_chr22__pair03__0/pair-summary.json	31fa67d19e8acddcd48ac2a43513957ae5f19bfa24d76765b25614f8b9c437ab	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g05_neat1_mid_2812_chr11	C2	generalization_core	NEAT1	2812	chr11_center_2mb	1	g05_neat1_mid_2812_chr11__pair01__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	92.77881917590275	5.230780042940751	17.737090532245436	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g05_neat1_mid_2812_chr11__pair01__0/pair-summary.json	4490923b37c919b8e5bd75ce223f400dd3d259a31cc9b15747b2d67eba35dbd6	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g05_neat1_mid_2812_chr11	C2	generalization_core	NEAT1	2812	chr11_center_2mb	2	g05_neat1_mid_2812_chr11__pair02__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	92.84468846500386	5.279929904965684	17.584454743932305	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g05_neat1_mid_2812_chr11__pair02__0/pair-summary.json	5542d163cc4b8e44265c6798a08f5c2f62e7b5969a72fe47a61398a8d7300be5	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g05_neat1_mid_2812_chr11	C2	generalization_core	NEAT1	2812	chr11_center_2mb	3	g05_neat1_mid_2812_chr11__pair03__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	92.66504347894806	5.228863214026205	17.721833539339485	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g05_neat1_mid_2812_chr11__pair03__0/pair-summary.json	3d5461e2dd857f211d93bb49748f07413ad9d66bebb859a1b7ae573debaa56a6	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g06_neat1_3p_1024_chr21	C2	generalization_core	NEAT1	1024	chr21_center_2mb	1	g06_neat1_3p_1024_chr21__pair01__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	50.99465015693568	3.674406784004532	13.878335512259055	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g06_neat1_3p_1024_chr21__pair01__0/pair-summary.json	460f1265a4e312ee9cfa3cf941861a1b45f39fd353f162814c9986a730620bde	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g06_neat1_3p_1024_chr21	C2	generalization_core	NEAT1	1024	chr21_center_2mb	2	g06_neat1_3p_1024_chr21__pair02__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	50.996518500032835	3.674829849973321	13.877246180636925	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g06_neat1_3p_1024_chr21__pair02__0/pair-summary.json	930caa51ee0fdc3831223496812d24bc28c6b0bc7737d8d894681e86f91817bc	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g06_neat1_3p_1024_chr21	C2	generalization_core	NEAT1	1024	chr21_center_2mb	3	g06_neat1_3p_1024_chr21__pair03__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	50.89547067403328	3.7250066489214078	13.663189215721342	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g06_neat1_3p_1024_chr21__pair03__0/pair-summary.json	2564a272cfd7a14470498070ae6edc2955525b30eab2646ef94afd2ce9c3e884	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g07_kcnq1ot1_5p_2812_chr21	C2	generalization_core	KCNQ1OT1	2812	chr21_center_2mb	1	g07_kcnq1ot1_5p_2812_chr21__pair01__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	113.25956997903995	4.852540013962425	23.340265026801067	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g07_kcnq1ot1_5p_2812_chr21__pair01__0/pair-summary.json	529acf388c879ae037958e1fda938aa7aaaf586c6ccb147952b3cadfd65cc740	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g07_kcnq1ot1_5p_2812_chr21	C2	generalization_core	KCNQ1OT1	2812	chr21_center_2mb	2	g07_kcnq1ot1_5p_2812_chr21__pair02__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	113.68164246098604	4.951811462990008	22.95758699834316	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g07_kcnq1ot1_5p_2812_chr21__pair02__0/pair-summary.json	a33515010a6074845e63f5e3297f1f7ac7dd7e7c9574756ac2e90414a3f7a64a	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g07_kcnq1ot1_5p_2812_chr21	C2	generalization_core	KCNQ1OT1	2812	chr21_center_2mb	3	g07_kcnq1ot1_5p_2812_chr21__pair03__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	113.56226034509018	4.927957448991947	23.044488821290503	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g07_kcnq1ot1_5p_2812_chr21__pair03__0/pair-summary.json	9146065b9f73dd7f877271372c922b9c40d1a7e47f22ebfd54df2bb77271856d	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g08_kcnq1ot1_mid_1024_chr22	C2	generalization_core	KCNQ1OT1	1024	chr22_center_2mb	1	g08_kcnq1ot1_mid_1024_chr22__pair01__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	51.35487241705414	3.674576119054109	13.9757269282732	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g08_kcnq1ot1_mid_1024_chr22__pair01__0/pair-summary.json	94cc22b86e49131e834c71c25ab831ed470272ade7d7982c680fd268a966021a	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g08_kcnq1ot1_mid_1024_chr22	C2	generalization_core	KCNQ1OT1	1024	chr22_center_2mb	2	g08_kcnq1ot1_mid_1024_chr22__pair02__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	51.406918599968776	3.6755219739861786	13.986290644922175	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g08_kcnq1ot1_mid_1024_chr22__pair02__0/pair-summary.json	8b0b72236985a624e4227c7efbaeee07a390dee58bc2ddf8cbbd85f66099d33b	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g08_kcnq1ot1_mid_1024_chr22	C2	generalization_core	KCNQ1OT1	1024	chr22_center_2mb	3	g08_kcnq1ot1_mid_1024_chr22__pair03__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	51.30792710906826	3.675604533054866	13.959044464020522	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g08_kcnq1ot1_mid_1024_chr22__pair03__0/pair-summary.json	d057b509d66a9f00eec2bbe709e25628d7e3943b020cda3b3eeb80fff76ec130	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g09_kcnq1ot1_3p_2048_chr11	C2	generalization_core	KCNQ1OT1	2048	chr11_center_2mb	1	g09_kcnq1ot1_3p_2048_chr11__pair01__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	70.76214665605221	3.475161488982849	20.362261402926546	mismatch	generalization_clustered_contract_mismatch	0	NA	phase3:pairs-v1/g09_kcnq1ot1_3p_2048_chr11__pair01__0/pair-summary.json	71b57e06ca4273b3025d5ca36d9f56296932ff940e0df2a6df95c75bb113ae04	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g09_kcnq1ot1_3p_2048_chr11	C2	generalization_core	KCNQ1OT1	2048	chr11_center_2mb	2	g09_kcnq1ot1_3p_2048_chr11__pair02__0	AB	gasal2_short_topk_v1	fast_topk_score_stability_nt	70.81007815792691	3.4746248020092025	20.379201264257645	mismatch	generalization_clustered_contract_mismatch	0	NA	phase3:pairs-v1/g09_kcnq1ot1_3p_2048_chr11__pair02__0/pair-summary.json	cd9d8cde4d9e450cb1fd612f3dae4fab0b70eae6e3fc0e7001f816340c06593f	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g09_kcnq1ot1_3p_2048_chr11	C2	generalization_core	KCNQ1OT1	2048	chr11_center_2mb	3	g09_kcnq1ot1_3p_2048_chr11__pair03__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	70.70876164198853	3.4875565479742363	20.274584990760953	mismatch	generalization_clustered_contract_mismatch	0	NA	phase3:pairs-v1/g09_kcnq1ot1_3p_2048_chr11__pair03__0/pair-summary.json	65d58f7c2526716a13503d55d08b963bc258d9f6554ab6502c99a5a87adc12fd	phase3
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g10_h19_full_chr11	C2	breadth	H19	2812	chr11_center_2mb	1	g10_h19_full_chr11__pair01__0	BA	gasal2_short_topk_v1	fast_topk_score_stability_nt	116.01255977805704	5.831575772957876	19.893861332648594	clean	generalization_clustered_contract_clean	0	NA	phase3:pairs-v1/g10_h19_full_chr11__pair01__0/pair-summary.json	e23d664215aef60553159a53d0802913c16f771560e2f9f22f6604a77d77d9ca	phase3
