source_freeze_id	runtime_epoch	runtime_commit	workload_id	query_id	query_length_nt	fragment_position	query_a_count	query_c_count	query_g_count	query_t_count	query_normalized_sha256	target_id	target_region	rank	rank_equal	mismatch_pair_count	differing_position_count	differing_positions	top5_details_available	top5_details_availability_reason	baseline_top5_identities	candidate_top5_identities	baseline_primary_values	candidate_primary_values	comparator_boundary_ties_equal	baseline_comparator_tie_groups_all_ranks	candidate_comparator_tie_groups_all_ranks	baseline_rank5_rank6_primary_margin	candidate_rank5_rank6_primary_margin	baseline_rank5_rank6_primary_equal	candidate_rank5_rank6_primary_equal	primary_margin_availability_reason	baseline_output_rows	candidate_output_rows	full_missing_rows	full_extra_rows	candidate_active_path	fallbacks	length_guard_fallbacks	runtime_batch_fallbacks	overflow_fallbacks	allocation_state	allocation_state_availability_reason	oom	runtime_telemetry_available	runtime_telemetry_availability_reason	gasal2_requests	traceback_requests	repeat_count	repeat_contract_status_consistent	baseline_repeat_top5_signature_consistent	candidate_repeat_top5_signature_consistent	repeat_top5_signature_consistent	repeat_top5_signature_availability_reason	repeat_consistency_basis	evidence_pair_id
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g04_neat1_5p_2048_chr22	NEAT1	2048	5p	433	445	674	496	ef19c282d5ceb65b2b231bf516633a83b8d3285b5cdf3e1b9f447c7af2163aeb	chr22_center_2mb	slice:24409234-26409234	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:5192df513d188603;2:b87c4c8551bc2b15;3:b584dd73b3408261;4:99b1ad40b9f687fc;5:21459aa65c592768	1:5192df513d188603;2:b87c4c8551bc2b15;3:b584dd73b3408261;4:99b1ad40b9f687fc;5:21459aa65c592768	1:3.01636;2:2.96316;3:2.94561;4:2.77308;5:2.74407	1:3.01636;2:2.96316;3:2.94561;4:2.77308;5:2.74407	1	0	0	0.13253	0.13253	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	4082	4088	41	47	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1027937	370654	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g04_neat1_5p_2048_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g04_neat1_5p_2048_chr22	NEAT1	2048	5p	433	445	674	496	ef19c282d5ceb65b2b231bf516633a83b8d3285b5cdf3e1b9f447c7af2163aeb	chr22_center_2mb	slice:24409234-26409234	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:3c306e4176fb56b4;2:ad8850e003d2e8ec;3:4162f87e3fe06216;4:9b73b17d8740290b;5:c90083d8edfc3182	1:3c306e4176fb56b4;2:ad8850e003d2e8ec;3:4162f87e3fe06216;4:9b73b17d8740290b;5:c90083d8edfc3182	1:152;2:142;3:140;4:128;5:125	1:152;2:142;3:140;4:128;5:125	1	0	0	4	4	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	4082	4088	41	47	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1027937	370654	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g04_neat1_5p_2048_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g05_neat1_mid_2812_chr11	NEAT1	2812	mid	726	566	502	1018	5520cd65a2d47eafec7ebd959cccda5e35bc6ca039bc798eebb6f61c5779e460	chr11_center_2mb	slice:66543311-68543311	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:bde1e60dc2d3781d;2:1376e99e53b8820d;3:4e7da74d18eb91fd;4:68d3d992ecbd3be5;5:4952c0f2549d8d6a	1:bde1e60dc2d3781d;2:1376e99e53b8820d;3:4e7da74d18eb91fd;4:68d3d992ecbd3be5;5:4952c0f2549d8d6a	1:227;2:210;3:200;4:194;5:175	1:227;2:210;3:200;4:194;5:175	1	2	2	0	0	1	1	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	12109	12123	151	165	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	800639	332611	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_but_varying_full_output_digests	g05_neat1_mid_2812_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g05_neat1_mid_2812_chr11	NEAT1	2812	mid	726	566	502	1018	5520cd65a2d47eafec7ebd959cccda5e35bc6ca039bc798eebb6f61c5779e460	chr11_center_2mb	slice:66543311-68543311	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:4f6f7a002b1cc8b5;2:b3c16bd01b25a737;3:c4f36023f34575cb;4:44ac184ea78d3103;5:fe9ab80efb0c9d95	1:4f6f7a002b1cc8b5;2:b3c16bd01b25a737;3:c4f36023f34575cb;4:44ac184ea78d3103;5:fe9ab80efb0c9d95	1:3.03448;2:2.88679;3:2.86119;4:2.83269;5:2.82143	1:3.03448;2:2.88679;3:2.86119;4:2.83269;5:2.82143	1	2	2	0.07374	0.07374	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	12109	12123	151	165	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	800639	332611	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_but_varying_full_output_digests	g05_neat1_mid_2812_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g05_neat1_mid_2812_chr11	NEAT1	2812	mid	726	566	502	1018	5520cd65a2d47eafec7ebd959cccda5e35bc6ca039bc798eebb6f61c5779e460	chr11_center_2mb	slice:66543311-68543311	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:af9a231595bbc32a;2:731d6c9e66953e19;3:3777457fa56cb227;4:ba6522d6eadeb4bf;5:6cfa3bba606c9b8b	1:af9a231595bbc32a;2:731d6c9e66953e19;3:3777457fa56cb227;4:ba6522d6eadeb4bf;5:6cfa3bba606c9b8b	1:172;2:155;3:153;4:150;5:142	1:172;2:155;3:153;4:150;5:142	1	2	2	1	1	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	12109	12123	151	165	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	800639	332611	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_but_varying_full_output_digests	g05_neat1_mid_2812_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g06_neat1_3p_1024_chr21	NEAT1	1024	3p	229	253	325	217	ac765d5fc312a1172951a694ec844f61420c7f011b6c6924ae6db38990f0a911	chr21_center_2mb	slice:22354991-24354991	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:4c84d5bed0863537;2:01133063f0e0130d;3:92ecf21e5760b3ee;4:1096412f871b1236;5:1ccc44a554c9148d	1:4c84d5bed0863537;2:01133063f0e0130d;3:92ecf21e5760b3ee;4:1096412f871b1236;5:1ccc44a554c9148d	1:141;2:125;3:121;4:116;5:108	1:141;2:125;3:121;4:116;5:108	1	0	0	0	0	1	1	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	748	751	1	4	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	852072	316008	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g06_neat1_3p_1024_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g06_neat1_3p_1024_chr21	NEAT1	1024	3p	229	253	325	217	ac765d5fc312a1172951a694ec844f61420c7f011b6c6924ae6db38990f0a911	chr21_center_2mb	slice:22354991-24354991	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:9e1dbe7ed9f91e08;2:b12c42d1f34217a6;3:879fbdc3060f4235;4:4c30d9463d4536e0;5:6c5b25b0f5cd8104	1:9e1dbe7ed9f91e08;2:b12c42d1f34217a6;3:879fbdc3060f4235;4:4c30d9463d4536e0;5:6c5b25b0f5cd8104	1:2.61765;2:2.59077;3:2.53636;4:2.36056;5:2.35283	1:2.61765;2:2.59077;3:2.53636;4:2.36056;5:2.35283	1	0	0	0.02247	0.02247	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	748	751	1	4	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	852072	316008	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g06_neat1_3p_1024_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g06_neat1_3p_1024_chr21	NEAT1	1024	3p	229	253	325	217	ac765d5fc312a1172951a694ec844f61420c7f011b6c6924ae6db38990f0a911	chr21_center_2mb	slice:22354991-24354991	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:02d3afc4bf9f2606;2:391e411fdcd08c76;3:709cbc3a076abf99;4:11558a0318a4eb51;5:493e5b3271203223	1:02d3afc4bf9f2606;2:391e411fdcd08c76;3:709cbc3a076abf99;4:11558a0318a4eb51;5:493e5b3271203223	1:106;2:91;3:89;4:86;5:86	1:106;2:91;3:89;4:86;5:86	1	0	0	1	1	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	748	751	1	4	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	852072	316008	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g06_neat1_3p_1024_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g07_kcnq1ot1_5p_2812_chr21	KCNQ1OT1	2812	5p	623	650	800	739	1fae4a9b32a7512568f1774dbeb2ed974ebe0b153e3bc4e809f5e756cb42816b	chr21_center_2mb	slice:22354991-24354991	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:832dcfa6cd5a4616;2:6455bfa638e23d12;3:48ca7de2d2ebc93e;4:00bf4cd2a3aa6111;5:ef385d72b5c2b08f	1:832dcfa6cd5a4616;2:6455bfa638e23d12;3:48ca7de2d2ebc93e;4:00bf4cd2a3aa6111;5:ef385d72b5c2b08f	1:133;2:130;3:127;4:124;5:123	1:133;2:130;3:127;4:124;5:123	1	0	0	0	0	1	1	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	957	957	9	9	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	955115	281074	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g07_kcnq1ot1_5p_2812_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g07_kcnq1ot1_5p_2812_chr21	KCNQ1OT1	2812	5p	623	650	800	739	1fae4a9b32a7512568f1774dbeb2ed974ebe0b153e3bc4e809f5e756cb42816b	chr21_center_2mb	slice:22354991-24354991	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:5dc6be26541817f4;2:69205863fc302ebd;3:2a282c272e520fa2;4:0a457cf7beaf6ec5;5:171225bff935270d	1:5dc6be26541817f4;2:69205863fc302ebd;3:2a282c272e520fa2;4:0a457cf7beaf6ec5;5:171225bff935270d	1:2.79506;2:2.6463;3:2.62182;4:2.57692;5:2.51961	1:2.79506;2:2.6463;3:2.62182;4:2.57692;5:2.51961	1	0	0	0.00977	0.00977	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	957	957	9	9	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	955115	281074	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g07_kcnq1ot1_5p_2812_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g07_kcnq1ot1_5p_2812_chr21	KCNQ1OT1	2812	5p	623	650	800	739	1fae4a9b32a7512568f1774dbeb2ed974ebe0b153e3bc4e809f5e756cb42816b	chr21_center_2mb	slice:22354991-24354991	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:33e3dbc5496fe366;2:ef385d72b5c2b08f;3:832dcfa6cd5a4616;4:eee4445f5fbc704b;5:6455bfa638e23d12	1:33e3dbc5496fe366;2:ef385d72b5c2b08f;3:832dcfa6cd5a4616;4:eee4445f5fbc704b;5:6455bfa638e23d12	1:135;2:123;3:119;4:117;5:116	1:135;2:123;3:119;4:117;5:116	1	0	0	15	15	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	957	957	9	9	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	955115	281074	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g07_kcnq1ot1_5p_2812_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g08_kcnq1ot1_mid_1024_chr22	KCNQ1OT1	1024	mid	209	340	250	225	8cb66a50fee868d7f54fc2a9d80d21ed66c7ef43ef5313b744d0ba908e1592aa	chr22_center_2mb	slice:24409234-26409234	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:0783d055e40c2141;2:9022c2c1fb71904e;3:72090e46d988950f;4:68673c9b0dd217ca;5:4f18962cc6a99b46	1:0783d055e40c2141;2:9022c2c1fb71904e;3:72090e46d988950f;4:68673c9b0dd217ca;5:4f18962cc6a99b46	1:156;2:131;3:128;4:125;5:115	1:156;2:131;3:128;4:125;5:115	1	0	0	3	3	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	3361	3354	27	20	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	945476	372742	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g08_kcnq1ot1_mid_1024_chr22__pair01__0
