attempt_id	stage	validation_id	arm	order	repeat_id	query_id	target_id	query_path	target_path	query_sha256	target_sha256	authority_reference_kind	authority_reference	authority_reference_sha256	runtime_commit	hybrid_binary_sha256	authority_binary_sha256	runner_commit	runner_sha256	runtime_receipt_sha256	backend_timeout_seconds	gpu_physical_index	contract	claim_role	promotion_eligible	formal_source_data	retry_policy	expected_artifact_root	status
v2reg_hq04_ht01__repeat00	regression	hq04_ht01__repeat00	H	11	0	hq04	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq04_ENSG00000296969_ENST00000743921.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	d362aa46a045be67df64fd327dea74ed06a0f222dc318075c72ee0048125dc96	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq04_ht01__repeat00/authority/output/GRCh38-ENST00000743921.1|ENSG00000296969.1|ENSG00000296969|GENCODE v49|GRCh38-target-TFOsorted	607f3bb5765285abc3f204c8453510bc13d345380193846d01b2477d37493778	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq04_ht01__repeat00	preregistered_not_run
v2reg_hq04_ht02__repeat00	regression	hq04_ht02__repeat00	H	12	0	hq04	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq04_ENSG00000296969_ENST00000743921.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	d362aa46a045be67df64fd327dea74ed06a0f222dc318075c72ee0048125dc96	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq04_ht02__repeat00/authority/output/GRCh38-ENST00000743921.1|ENSG00000296969.1|ENSG00000296969|GENCODE v49|GRCh38-target-TFOsorted	cccd68550de33b8d91b129be53354d7a0f1b462e37cfa601a419ef3fa46628f8	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq04_ht02__repeat00	preregistered_not_run
v2reg_hq05_ht01__repeat00	regression	hq05_ht01__repeat00	H	13	0	hq05	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq05_ENSG00000236772_ENST00000442179.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	55f3941f733c2f0788dd8e104e9fc114d0a86c71c92aa879784cc6f79c285377	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq05_ht01__repeat00/authority/output/GRCh38-ENST00000442179.1|ENSG00000236772.1|ENSG00000236772|GENCODE v49|GRCh38-target-TFOsorted	3aebfe272be9c704fcfb5ce8766c3ba092dd8b23086140e92055b53d46159d03	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq05_ht01__repeat00	preregistered_not_run
v2reg_hq05_ht01__repeat01	regression	hq05_ht01__repeat01	H	14	1	hq05	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq05_ENSG00000236772_ENST00000442179.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	55f3941f733c2f0788dd8e104e9fc114d0a86c71c92aa879784cc6f79c285377	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq05_ht01__repeat01/authority/output/GRCh38-ENST00000442179.1|ENSG00000236772.1|ENSG00000236772|GENCODE v49|GRCh38-target-TFOsorted	3aebfe272be9c704fcfb5ce8766c3ba092dd8b23086140e92055b53d46159d03	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq05_ht01__repeat01	preregistered_not_run
v2reg_hq05_ht01__repeat02	regression	hq05_ht01__repeat02	H	15	2	hq05	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq05_ENSG00000236772_ENST00000442179.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	55f3941f733c2f0788dd8e104e9fc114d0a86c71c92aa879784cc6f79c285377	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq05_ht01__repeat02/authority/output/GRCh38-ENST00000442179.1|ENSG00000236772.1|ENSG00000236772|GENCODE v49|GRCh38-target-TFOsorted	3aebfe272be9c704fcfb5ce8766c3ba092dd8b23086140e92055b53d46159d03	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq05_ht01__repeat02	preregistered_not_run
v2reg_hq05_ht02__repeat00	regression	hq05_ht02__repeat00	H	16	0	hq05	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq05_ENSG00000236772_ENST00000442179.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	55f3941f733c2f0788dd8e104e9fc114d0a86c71c92aa879784cc6f79c285377	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq05_ht02__repeat00/authority/output/GRCh38-ENST00000442179.1|ENSG00000236772.1|ENSG00000236772|GENCODE v49|GRCh38-target-TFOsorted	d6832fbac16f99c1258e0d863148ff155cb373f1ebbd82b1db6c735887d7cbb7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq05_ht02__repeat00	preregistered_not_run
v2reg_hq05_ht02__repeat01	regression	hq05_ht02__repeat01	H	17	1	hq05	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq05_ENSG00000236772_ENST00000442179.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	55f3941f733c2f0788dd8e104e9fc114d0a86c71c92aa879784cc6f79c285377	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq05_ht02__repeat01/authority/output/GRCh38-ENST00000442179.1|ENSG00000236772.1|ENSG00000236772|GENCODE v49|GRCh38-target-TFOsorted	d6832fbac16f99c1258e0d863148ff155cb373f1ebbd82b1db6c735887d7cbb7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq05_ht02__repeat01	preregistered_not_run
v2reg_hq05_ht02__repeat02	regression	hq05_ht02__repeat02	H	18	2	hq05	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq05_ENSG00000236772_ENST00000442179.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	55f3941f733c2f0788dd8e104e9fc114d0a86c71c92aa879784cc6f79c285377	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq05_ht02__repeat02/authority/output/GRCh38-ENST00000442179.1|ENSG00000236772.1|ENSG00000236772|GENCODE v49|GRCh38-target-TFOsorted	d6832fbac16f99c1258e0d863148ff155cb373f1ebbd82b1db6c735887d7cbb7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq05_ht02__repeat02	preregistered_not_run
v2reg_hq06_ht01__repeat00	regression	hq06_ht01__repeat00	H	19	0	hq06	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq06_ENSG00000301151_ENST00000776628.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	3d2c69c0025e3d2b7efa6aa1d71164148b043046c7574f34decf4ff3f347e19e	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq06_ht01__repeat00/authority/output/GRCh38-ENST00000776628.1|ENSG00000301151.1|ENSG00000301151|GENCODE v49|GRCh38-target-TFOsorted	f9d4ad7e7dbfca39fefeae015188a09b4184f15470aa8c9bcef6f3fa2ef07cf3	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq06_ht01__repeat00	preregistered_not_run
v2reg_hq06_ht02__repeat00	regression	hq06_ht02__repeat00	H	20	0	hq06	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq06_ENSG00000301151_ENST00000776628.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	3d2c69c0025e3d2b7efa6aa1d71164148b043046c7574f34decf4ff3f347e19e	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq06_ht02__repeat00/authority/output/GRCh38-ENST00000776628.1|ENSG00000301151.1|ENSG00000301151|GENCODE v49|GRCh38-target-TFOsorted	3676101a99ef7ff5e16b3ea356afbd59eae3e9338a65a83e0d45a75731d6e0f2	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq06_ht02__repeat00	preregistered_not_run
